category,year,season,month,clicks,ttl_cat_clicks,month_min_clicks,min_cat_clicks,max_cat_clicks,month_max_clicks,avg_cat_clicks,std_cat_clicks,co_var_cat,mnth_ranking
control software,2021,Winter,2,129625,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,2.0
control software,2021,Spring,3,109831,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,3.0
control software,2021,Spring,4,78743,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,5.0
control software,2021,Spring,5,66221,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,6.0
control software,2021,Summer,6,44705,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,9.0
control software,2021,Summer,7,61560,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,7.0
control software,2021,Summer,8,26664,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,11.0
control software,2021,Autumn,9,28033,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,10.0
control software,2021,Autumn,10,26561,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,12.0
control software,2021,Autumn,11,59819,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,8.0
control software,2021,Winter,12,97104,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,4.0
cool boxes,2021,Winter,1,32410,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,8.0
cool boxes,2021,Winter,2,31197,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,9.0
cool boxes,2021,Spring,3,46857,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,7.0
cool boxes,2021,Spring,4,62278,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,5.0
cool boxes,2021,Spring,5,77213,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,4.0
cool boxes,2021,Summer,6,135897,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,2.0
cool boxes,2021,Summer,7,149435,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,1.0
cool boxes,2021,Summer,8,87725,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,3.0
cool boxes,2021,Autumn,9,47170,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,6.0
cool boxes,2021,Autumn,10,27821,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,11.0
cool boxes,2021,Autumn,11,30479,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,10.0
cool boxes,2021,Winter,12,25164,753646,12,25164,149435,7,62803.833333333336,42408.70512231557,67.52566343718229,12.0
cutlery,2021,Winter,1,109344,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,3.0
cutlery,2021,Winter,2,68021,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,6.0
cutlery,2021,Spring,3,71484,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,5.0
cutlery,2021,Spring,4,63157,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,11.0
cutlery,2021,Spring,5,64838,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,9.0
cutlery,2021,Summer,6,51163,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,12.0
cutlery,2021,Summer,7,63737,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,10.0
cutlery,2021,Summer,8,67416,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,8.0
cutlery,2021,Autumn,9,67463,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,7.0
cutlery,2021,Autumn,10,72638,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,4.0
cutlery,2021,Autumn,11,120618,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,2.0
cutlery,2021,Winter,12,137468,957347,6,51163,137468,12,79778.91666666667,26981.910685960538,33.820853695841365,1.0
drinking bottles,2021,Winter,1,86229,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,1.0
drinking bottles,2021,Winter,2,34990,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,12.0
drinking bottles,2021,Spring,3,44195,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,11.0
drinking bottles,2021,Spring,4,46100,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,10.0
drinking bottles,2021,Spring,5,48005,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,9.0
drinking bottles,2021,Summer,6,54469,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,7.0
drinking bottles,2021,Summer,7,62721,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,6.0
drinking bottles,2021,Summer,8,71019,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,3.0
drinking bottles,2021,Autumn,9,68354,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,4.0
drinking bottles,2021,Autumn,10,54374,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,8.0
drinking bottles,2021,Autumn,11,68007,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,5.0
drinking bottles,2021,Winter,12,77516,715979,2,34990,86229,1,59664.916666666664,15168.085157858939,25.42211739370949,2.0
fertilizer,2021,Winter,1,14669,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,11.0
fertilizer,2021,Winter,2,43939,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,8.0
fertilizer,2021,Spring,3,108478,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,1.0
fertilizer,2021,Spring,4,107015,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,2.0
fertilizer,2021,Spring,5,85308,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,3.0
fertilizer,2021,Summer,6,60306,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,4.0
fertilizer,2021,Summer,7,53669,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,5.0
fertilizer,2021,Summer,8,49975,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,7.0
fertilizer,2021,Autumn,9,52329,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,6.0
fertilizer,2021,Autumn,10,39399,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,9.0
fertilizer,2021,Autumn,11,16680,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,10.0
fertilizer,2021,Winter,12,12451,644218,12,12451,108478,3,53684.833333333336,32748.007516997634,61.0004827874992,12.0
fryers,2021,Winter,1,124593,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,3.0
fryers,2021,Winter,2,70541,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,6.0
fryers,2021,Spring,3,85533,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,5.0
fryers,2021,Spring,4,66153,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,8.0
fryers,2021,Spring,5,61781,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,9.0
fryers,2021,Summer,6,46850,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,12.0
fryers,2021,Summer,7,69033,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,7.0
fryers,2021,Summer,8,54122,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,11.0
fryers,2021,Autumn,9,59666,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,10.0
fryers,2021,Autumn,10,109143,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,4.0
fryers,2021,Autumn,11,158620,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,1.0
fryers,2021,Winter,12,127062,1033097,6,46850,158620,11,86091.41666666667,35335.56054190461,41.04423171327139,2.0
garden chairs,2021,Winter,1,20067,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,10.0
garden chairs,2021,Winter,2,45061,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,7.0
garden chairs,2021,Spring,3,92148,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,2.0
garden chairs,2021,Spring,4,113500,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,1.0
garden chairs,2021,Spring,5,79988,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,5.0
garden chairs,2021,Summer,6,87708,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,3.0
garden chairs,2021,Summer,7,85656,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,4.0
garden chairs,2021,Summer,8,75240,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,6.0
garden chairs,2021,Autumn,9,38467,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,8.0
garden chairs,2021,Autumn,10,23507,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,9.0
garden chairs,2021,Autumn,11,17528,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,11.0
garden chairs,2021,Winter,12,13825,692695,12,13825,113500,4,57724.583333333336,34955.27499913499,60.55526602467462,12.0
garden hoses,2021,Winter,1,17448,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,12.0
garden hoses,2021,Winter,2,23101,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,10.0
garden hoses,2021,Spring,3,60827,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,6.0
garden hoses,2021,Spring,4,145324,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,3.0
garden hoses,2021,Spring,5,117439,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,4.0
garden hoses,2021,Summer,6,145936,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,2.0
garden hoses,2021,Summer,7,167462,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,1.0
garden hoses,2021,Summer,8,83954,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,5.0
garden hoses,2021,Autumn,9,43414,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,7.0
garden hoses,2021,Autumn,10,33405,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,8.0
garden hoses,2021,Autumn,11,23397,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,9.0
garden hoses,2021,Winter,12,19265,880972,1,17448,167462,7,73414.33333333333,56473.13550921734,76.92385525426553,11.0
garden houses,2021,Winter,1,44308,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,11.0
garden houses,2021,Winter,2,73299,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,8.0
garden houses,2021,Spring,3,136364,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,1.0
garden houses,2021,Spring,4,127545,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,2.0
garden houses,2021,Spring,5,116836,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,3.0
garden houses,2021,Summer,6,87782,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,6.0
garden houses,2021,Summer,7,90918,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,5.0
garden houses,2021,Summer,8,95007,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,4.0
garden houses,2021,Autumn,9,84592,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,7.0
garden houses,2021,Autumn,10,65255,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,9.0
garden houses,2021,Autumn,11,48805,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,10.0
garden houses,2021,Winter,12,38530,1009241,12,38530,136364,3,84103.41666666667,31976.478646479944,38.020427604284734,12.0
garden lamps,2021,Winter,1,83657,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,4.0
garden lamps,2021,Winter,2,83302,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,5.0
garden lamps,2021,Spring,3,82947,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,6.0
garden lamps,2021,Spring,4,80821,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,7.0
garden lamps,2021,Spring,5,73010,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,10.0
garden lamps,2021,Summer,6,64007,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,12.0
garden lamps,2021,Summer,7,70248,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,11.0
garden lamps,2021,Summer,8,73238,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,9.0
garden lamps,2021,Autumn,9,76076,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,8.0
garden lamps,2021,Autumn,10,90030,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,3.0
garden lamps,2021,Autumn,11,108857,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,1.0
garden lamps,2021,Winter,12,94002,980195,6,64007,108857,11,81682.91666666667,12022.299836389904,14.718254840789724,2.0
garden pumps,2021,Winter,1,38707,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,10.0
garden pumps,2021,Winter,2,44692,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,8.0
garden pumps,2021,Spring,3,88134,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,6.0
garden pumps,2021,Spring,4,143578,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,1.0
garden pumps,2021,Spring,5,108729,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,4.0
garden pumps,2021,Summer,6,123569,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,3.0
garden pumps,2021,Summer,7,127392,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,2.0
garden pumps,2021,Summer,8,90862,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,5.0
garden pumps,2021,Autumn,9,54332,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,7.0
garden pumps,2021,Autumn,10,42489,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,9.0
garden pumps,2021,Autumn,11,35727,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,11.0
garden pumps,2021,Winter,12,28965,927176,12,28965,143578,4,77264.66666666667,41218.370993203185,53.34698610818639,12.0
gin,2021,Winter,1,45203,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,8.0
gin,2021,Winter,2,38799,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,12.0
gin,2021,Spring,3,45193,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,9.0
gin,2021,Spring,4,46871,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,7.0
gin,2021,Spring,5,51937,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,5.0
gin,2021,Summer,6,52989,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,4.0
gin,2021,Summer,7,62771,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,3.0
gin,2021,Summer,8,51509,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,6.0
gin,2021,Autumn,9,42223,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,11.0
gin,2021,Autumn,10,43728,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,10.0
gin,2021,Autumn,11,68539,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,2.0
gin,2021,Winter,12,78723,628485,2,38799,78723,12,52373.75,11910.048493336892,22.74049212312827,1.0
hair colors,2021,Winter,1,67180,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,2.0
hair colors,2021,Winter,2,62329,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,4.0
hair colors,2021,Spring,3,71358,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,1.0
hair colors,2021,Spring,4,62095,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,5.0
hair colors,2021,Spring,5,65396,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,3.0
hair colors,2021,Summer,6,48988,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,12.0
hair colors,2021,Summer,7,56792,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,7.0
hair colors,2021,Summer,8,53676,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,10.0
hair colors,2021,Autumn,9,51448,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,11.0
hair colors,2021,Autumn,10,54724,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,9.0
hair colors,2021,Autumn,11,60203,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,6.0
hair colors,2021,Winter,12,55088,709277,6,48988,71358,3,59106.416666666664,6786.316238087742,11.481522008616226,8.0
hair dryer,2021,Winter,1,59835,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,3.0
hair dryer,2021,Winter,2,47693,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,10.0
hair dryer,2021,Spring,3,51744,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,6.0
hair dryer,2021,Spring,4,49651,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,8.0
hair dryer,2021,Spring,5,50434,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,7.0
hair dryer,2021,Summer,6,37529,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,12.0
hair dryer,2021,Summer,7,53128,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,5.0
hair dryer,2021,Summer,8,48117,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,9.0
hair dryer,2021,Autumn,9,47674,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,11.0
hair dryer,2021,Autumn,10,59781,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,4.0
hair dryer,2021,Autumn,11,119668,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,1.0
hair dryer,2021,Winter,12,107144,732398,6,37529,119668,11,61033.166666666664,25286.778934431088,41.43120915310706,2.0
hair styler,2021,Winter,1,61964,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,3.0
hair styler,2021,Winter,2,46090,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,8.0
hair styler,2021,Spring,3,48174,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,7.0
hair styler,2021,Spring,4,43629,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,10.0
hair styler,2021,Spring,5,45131,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,9.0
hair styler,2021,Summer,6,41096,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,12.0
hair styler,2021,Summer,7,42843,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,11.0
hair styler,2021,Summer,8,54490,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,6.0
hair styler,2021,Autumn,9,56295,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,5.0
hair styler,2021,Autumn,10,57165,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,4.0
hair styler,2021,Autumn,11,151486,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,2.0
hair styler,2021,Winter,12,152453,800816,6,41096,152453,12,66734.66666666667,40342.98550347176,60.45281638249749,1.0
high chairs,2021,Winter,1,101496,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,2.0
high chairs,2021,Winter,2,76514,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,7.0
high chairs,2021,Spring,3,92571,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,4.0
high chairs,2021,Spring,4,70300,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,10.0
high chairs,2021,Spring,5,70221,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,11.0
high chairs,2021,Summer,6,58434,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,12.0
high chairs,2021,Summer,7,74902,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,9.0
high chairs,2021,Summer,8,74922,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,8.0
high chairs,2021,Autumn,9,77926,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,6.0
high chairs,2021,Autumn,10,80805,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,5.0
high chairs,2021,Autumn,11,122152,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,1.0
high chairs,2021,Winter,12,97486,997729,6,58434,122152,11,83144.08333333333,17340.768618061644,20.856286969381436,3.0
homeopathy,2021,Winter,1,103052,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,1.0
homeopathy,2021,Winter,2,91368,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,5.0
homeopathy,2021,Spring,3,102772,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,2.0
homeopathy,2021,Spring,4,97361,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,4.0
homeopathy,2021,Spring,5,99078,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,3.0
homeopathy,2021,Summer,6,85306,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,8.0
homeopathy,2021,Summer,7,75538,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,11.0
homeopathy,2021,Summer,8,73251,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,12.0
homeopathy,2021,Autumn,9,75968,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,10.0
homeopathy,2021,Autumn,10,85583,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,7.0
homeopathy,2021,Autumn,11,89834,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,6.0
homeopathy,2021,Winter,12,78681,1057792,8,73251,103052,1,88149.33333333333,10817.121204438597,12.271359062392529,9.0
impact wrench,2021,Winter,1,59708,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,8.0
impact wrench,2021,Winter,2,53089,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,10.0
impact wrench,2021,Spring,3,83449,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,4.0
impact wrench,2021,Spring,4,78607,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,5.0
impact wrench,2021,Spring,5,68802,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,6.0
impact wrench,2021,Summer,6,51770,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,11.0
impact wrench,2021,Summer,7,58403,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,9.0
impact wrench,2021,Summer,8,50668,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,12.0
impact wrench,2021,Autumn,9,65729,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,7.0
impact wrench,2021,Autumn,10,95374,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,2.0
impact wrench,2021,Autumn,11,110891,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,1.0
impact wrench,2021,Winter,12,84935,861425,8,50668,110891,11,71785.41666666667,19087.84678298225,26.590145560645094,3.0
jigsaws,2021,Winter,1,81296,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,4.0
jigsaws,2021,Winter,2,61844,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,10.0
jigsaws,2021,Spring,3,81931,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,3.0
jigsaws,2021,Spring,4,66301,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,8.0
jigsaws,2021,Spring,5,71215,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,6.0
jigsaws,2021,Summer,6,56084,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,12.0
jigsaws,2021,Summer,7,60991,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,11.0
jigsaws,2021,Summer,8,64560,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,9.0
jigsaws,2021,Autumn,9,66801,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,7.0
jigsaws,2021,Autumn,10,81196,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,5.0
jigsaws,2021,Autumn,11,118395,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,1.0
jigsaws,2021,Winter,12,105401,916015,6,56084,118395,11,76334.58333333333,18842.42255925483,24.68399215199074,2.0
kids scooter,2021,Winter,1,36160,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,12.0
kids scooter,2021,Winter,2,46923,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,11.0
kids scooter,2021,Spring,3,87068,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,4.0
kids scooter,2021,Spring,4,100241,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,3.0
kids scooter,2021,Spring,5,75485,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,5.0
kids scooter,2021,Summer,6,54902,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,10.0
kids scooter,2021,Summer,7,64269,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,6.0
kids scooter,2021,Summer,8,60373,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,9.0
kids scooter,2021,Autumn,9,62580,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,7.0
kids scooter,2021,Autumn,10,62476,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,8.0
kids scooter,2021,Autumn,11,116399,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,1.0
