category,year,season,month,clicks,ttl_cat_clicks,month_min_clicks,min_cat_clicks,max_cat_clicks,month_max_clicks,avg_cat_clicks,std_cat_clicks,co_var_cat,mnth_ranking
Drills & Bits,2021,Autumn,9,57537,816440,2,52772,87129,10,68036.66666666667,10828.154575695322,15.915175016944765,10.0
Drills & Bits,2021,Autumn,10,87129,816440,2,52772,87129,10,68036.66666666667,10828.154575695322,15.915175016944765,1.0
Drills & Bits,2021,Autumn,11,79989,816440,2,52772,87129,10,68036.66666666667,10828.154575695322,15.915175016944765,3.0
Drills & Bits,2021,Winter,12,80431,816440,2,52772,87129,10,68036.66666666667,10828.154575695322,15.915175016944765,2.0
Epilators & Ladyshavers,2021,Winter,1,49147,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,9.0
Epilators & Ladyshavers,2021,Winter,2,35819,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,12.0
Epilators & Ladyshavers,2021,Spring,3,49657,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,8.0
Epilators & Ladyshavers,2021,Spring,4,58934,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,7.0
Epilators & Ladyshavers,2021,Spring,5,68343,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,5.0
Epilators & Ladyshavers,2021,Summer,6,74666,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,3.0
Epilators & Ladyshavers,2021,Summer,7,78776,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,2.0
Epilators & Ladyshavers,2021,Summer,8,62823,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,6.0
Epilators & Ladyshavers,2021,Autumn,9,48035,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,10.0
Epilators & Ladyshavers,2021,Autumn,10,41129,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,11.0
Epilators & Ladyshavers,2021,Autumn,11,93155,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,1.0
Epilators & Ladyshavers,2021,Winter,12,74036,734520,2,35819,93155,11,61210.0,17145.890236438587,28.011583460935448,4.0
"Eye, Ear & Nose Medicines",2021,Winter,1,66167,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,1.0
"Eye, Ear & Nose Medicines",2021,Winter,2,60821,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,4.0
"Eye, Ear & Nose Medicines",2021,Spring,3,63313,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,2.0
"Eye, Ear & Nose Medicines",2021,Spring,4,61113,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,3.0
"Eye, Ear & Nose Medicines",2021,Spring,5,60405,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,5.0
"Eye, Ear & Nose Medicines",2021,Summer,6,50560,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,9.0
"Eye, Ear & Nose Medicines",2021,Summer,7,49842,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,10.0
"Eye, Ear & Nose Medicines",2021,Summer,8,48186,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,12.0
"Eye, Ear & Nose Medicines",2021,Autumn,9,48354,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,11.0
"Eye, Ear & Nose Medicines",2021,Autumn,10,53860,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,8.0
"Eye, Ear & Nose Medicines",2021,Autumn,11,60300,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,6.0
"Eye, Ear & Nose Medicines",2021,Winter,12,56470,679391,8,48186,66167,1,56615.916666666664,6262.510598188576,11.0613957468178,7.0
Fireplaces & Stoves,2021,Winter,1,91974,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,5.0
Fireplaces & Stoves,2021,Winter,2,61994,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,6.0
Fireplaces & Stoves,2021,Spring,3,54584,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,7.0
Fireplaces & Stoves,2021,Spring,4,38368,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,10.0
Fireplaces & Stoves,2021,Spring,5,40572,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,9.0
Fireplaces & Stoves,2021,Summer,6,25040,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,12.0
Fireplaces & Stoves,2021,Summer,7,35007,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,11.0
Fireplaces & Stoves,2021,Summer,8,54520,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,8.0
Fireplaces & Stoves,2021,Autumn,9,104319,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,3.0
Fireplaces & Stoves,2021,Autumn,10,127328,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,2.0
Fireplaces & Stoves,2021,Autumn,11,132857,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,1.0
Fireplaces & Stoves,2021,Winter,12,92999,859562,6,25040,132857,11,71630.16666666667,36987.83448608065,51.637230802777204,4.0
Garbage can,2021,Winter,1,76567,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,1.0
Garbage can,2021,Winter,2,61754,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,6.0
Garbage can,2021,Spring,3,67969,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,4.0
Garbage can,2021,Spring,4,56776,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,10.0
Garbage can,2021,Spring,5,61301,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,7.0
Garbage can,2021,Summer,6,47930,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,12.0
Garbage can,2021,Summer,7,55299,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,11.0
Garbage can,2021,Summer,8,61005,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,9.0
Garbage can,2021,Autumn,9,61290,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,8.0
Garbage can,2021,Autumn,10,64569,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,5.0
Garbage can,2021,Autumn,11,74702,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,2.0
Garbage can,2021,Winter,12,71228,760390,6,47930,76567,1,63365.833333333336,8261.293700508451,13.03745767383861,3.0
Gastrointestinal Drugs,2021,Winter,1,103021,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,1.0
Gastrointestinal Drugs,2021,Winter,2,81641,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,9.0
Gastrointestinal Drugs,2021,Spring,3,92953,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,3.0
Gastrointestinal Drugs,2021,Spring,4,87823,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,6.0
Gastrointestinal Drugs,2021,Spring,5,94766,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,2.0
Gastrointestinal Drugs,2021,Summer,6,79532,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,12.0
Gastrointestinal Drugs,2021,Summer,7,80948,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,11.0
Gastrointestinal Drugs,2021,Summer,8,81321,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,10.0
Gastrointestinal Drugs,2021,Autumn,9,81695,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,8.0
Gastrointestinal Drugs,2021,Autumn,10,88473,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,5.0
Gastrointestinal Drugs,2021,Autumn,11,92000,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,4.0
Gastrointestinal Drugs,2021,Winter,12,86516,1050689,6,79532,103021,1,87557.41666666667,7124.125687451482,8.136518822355404,7.0
Joint & muscle preparations,2021,Winter,1,98852,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,1.0
Joint & muscle preparations,2021,Winter,2,84361,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,7.0
Joint & muscle preparations,2021,Spring,3,95780,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,2.0
Joint & muscle preparations,2021,Spring,4,89063,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,5.0
Joint & muscle preparations,2021,Spring,5,94067,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,3.0
Joint & muscle preparations,2021,Summer,6,67682,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,12.0
Joint & muscle preparations,2021,Summer,7,73108,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,11.0
Joint & muscle preparations,2021,Summer,8,74063,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,10.0
Joint & muscle preparations,2021,Autumn,9,76036,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,9.0
Joint & muscle preparations,2021,Autumn,10,90470,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,4.0
Joint & muscle preparations,2021,Autumn,11,86302,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,6.0
Joint & muscle preparations,2021,Winter,12,78554,1008338,6,67682,98852,1,84028.16666666667,10046.938184282211,11.956631428289574,8.0
Nursing Gift Sets,2021,Winter,1,48007,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,3.0
Nursing Gift Sets,2021,Winter,2,44876,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,6.0
Nursing Gift Sets,2021,Spring,3,41745,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,7.0
Nursing Gift Sets,2021,Spring,4,40503,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,8.0
Nursing Gift Sets,2021,Spring,5,44883,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,5.0
Nursing Gift Sets,2021,Summer,6,35076,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,10.0
Nursing Gift Sets,2021,Summer,7,39030,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,9.0
Nursing Gift Sets,2021,Summer,8,33960,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,11.0
Nursing Gift Sets,2021,Autumn,9,33734,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,12.0
Nursing Gift Sets,2021,Autumn,10,47740,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,4.0
Nursing Gift Sets,2021,Autumn,11,96978,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,2.0
Nursing Gift Sets,2021,Winter,12,125065,631597,9,33734,125065,12,52633.083333333336,28353.734650461618,53.87055603581705,1.0
PC Games,2021,Winter,1,88258,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,4.0
PC Games,2021,Winter,2,69668,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,8.0
PC Games,2021,Spring,3,77273,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,6.0
PC Games,2021,Spring,4,100989,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,1.0
PC Games,2021,Spring,5,79522,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,5.0
PC Games,2021,Summer,6,55439,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,12.0
PC Games,2021,Summer,7,57136,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,11.0
PC Games,2021,Summer,8,68426,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,10.0
PC Games,2021,Autumn,9,68629,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,9.0
PC Games,2021,Autumn,10,75968,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,7.0
PC Games,2021,Autumn,11,92317,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,3.0
PC Games,2021,Winter,12,99171,932796,6,55439,100989,4,77733.0,15033.996450469424,19.340558643651246,2.0
PC case,2021,Winter,1,108975,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,3.0
PC case,2021,Winter,2,78892,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,7.0
PC case,2021,Spring,3,86132,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,4.0
PC case,2021,Spring,4,65702,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,11.0
PC case,2021,Spring,5,67404,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,10.0
PC case,2021,Summer,6,57153,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,12.0
PC case,2021,Summer,7,71294,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,9.0
PC case,2021,Summer,8,79296,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,6.0
PC case,2021,Autumn,9,77680,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,8.0
PC case,2021,Autumn,10,79418,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,5.0
PC case,2021,Autumn,11,113370,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,2.0
PC case,2021,Winter,12,116907,1002223,6,57153,116907,12,83518.58333333333,19476.29496900519,23.319714238055035,1.0
Painkiller,2021,Winter,1,58187,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,1.0
Painkiller,2021,Winter,2,48645,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,8.0
Painkiller,2021,Spring,3,52335,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,7.0
Painkiller,2021,Spring,4,48098,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,10.0
Painkiller,2021,Spring,5,46602,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,11.0
Painkiller,2021,Summer,6,45107,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,12.0
Painkiller,2021,Summer,7,48542,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,9.0
Painkiller,2021,Summer,8,53023,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,5.0
Painkiller,2021,Autumn,9,53822,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,3.0
Painkiller,2021,Autumn,10,52891,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,6.0
Painkiller,2021,Autumn,11,56058,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,2.0
Painkiller,2021,Winter,12,53258,616568,6,45107,58187,1,51380.666666666664,3955.3137637483287,7.69805847286592,4.0
PowerLine,2021,Winter,1,89923,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,2.0
PowerLine,2021,Winter,2,63670,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,7.0
PowerLine,2021,Spring,3,68297,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,4.0
PowerLine,2021,Spring,4,56613,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,11.0
PowerLine,2021,Spring,5,57502,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,10.0
PowerLine,2021,Summer,6,55638,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,12.0
PowerLine,2021,Summer,7,63422,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,8.0
PowerLine,2021,Summer,8,66168,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,5.0
PowerLine,2021,Autumn,9,62765,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,9.0
PowerLine,2021,Autumn,10,66123,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,6.0
PowerLine,2021,Autumn,11,93677,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,1.0
PowerLine,2021,Winter,12,84912,828710,6,55638,93677,11,69059.16666666667,13070.614444994428,18.926690077341064,3.0
Razor Blades & Shaving Heads,2021,Winter,1,95057,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,2.0
Razor Blades & Shaving Heads,2021,Winter,2,70284,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,9.0
Razor Blades & Shaving Heads,2021,Spring,3,75867,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,4.0
Razor Blades & Shaving Heads,2021,Spring,4,64519,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,12.0
Razor Blades & Shaving Heads,2021,Spring,5,71770,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,8.0
Razor Blades & Shaving Heads,2021,Summer,6,64821,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,11.0
Razor Blades & Shaving Heads,2021,Summer,7,84053,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,3.0
Razor Blades & Shaving Heads,2021,Summer,8,72765,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,7.0
Razor Blades & Shaving Heads,2021,Autumn,9,70107,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,10.0
Razor Blades & Shaving Heads,2021,Autumn,10,74582,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,6.0
Razor Blades & Shaving Heads,2021,Autumn,11,97742,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,1.0
Razor Blades & Shaving Heads,2021,Winter,12,75069,916636,4,64519,97742,11,76386.33333333333,10678.697514494015,13.979853526801062,5.0
Rechargeable batteries & batteries,2021,Winter,1,85839,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,3.0
Rechargeable batteries & batteries,2021,Winter,2,57008,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,7.0
Rechargeable batteries & batteries,2021,Spring,3,60309,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,5.0
Rechargeable batteries & batteries,2021,Spring,4,52954,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,10.0
Rechargeable batteries & batteries,2021,Spring,5,53615,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,9.0
Rechargeable batteries & batteries,2021,Summer,6,41282,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,12.0
Rechargeable batteries & batteries,2021,Summer,7,51539,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,11.0
Rechargeable batteries & batteries,2021,Summer,8,53652,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,8.0
Rechargeable batteries & batteries,2021,Autumn,9,59697,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,6.0
Rechargeable batteries & batteries,2021,Autumn,10,76199,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,4.0
Rechargeable batteries & batteries,2021,Autumn,11,90987,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,2.0
Rechargeable batteries & batteries,2021,Winter,12,93313,776394,6,41282,93313,12,64699.5,17312.08432648342,26.757678693781894,1.0
Shower Products & Bath Products,2021,Winter,1,52893,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,5.0
Shower Products & Bath Products,2021,Winter,2,43084,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,12.0
Shower Products & Bath Products,2021,Spring,3,48936,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,7.0
Shower Products & Bath Products,2021,Spring,4,44644,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,10.0
Shower Products & Bath Products,2021,Spring,5,48089,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,9.0
Shower Products & Bath Products,2021,Summer,6,43145,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,11.0
Shower Products & Bath Products,2021,Summer,7,54662,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,3.0
Shower Products & Bath Products,2021,Summer,8,50186,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,6.0
Shower Products & Bath Products,2021,Autumn,9,48686,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,8.0
Shower Products & Bath Products,2021,Autumn,10,54180,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,4.0
Shower Products & Bath Products,2021,Autumn,11,73705,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,2.0
Shower Products & Bath Products,2021,Winter,12,82490,644700,2,43084,82490,12,53725.0,12167.952483321244,22.64858535750813,1.0
Ski helmets & snowboard helmets,2021,Winter,1,230441,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,1.0
Ski helmets & snowboard helmets,2021,Winter,2,141912,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,3.0
Ski helmets & snowboard helmets,2021,Spring,3,86056,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,5.0
Ski helmets & snowboard helmets,2021,Spring,4,30200,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,7.0
Ski helmets & snowboard helmets,2021,Spring,5,14873,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,10.0
Ski helmets & snowboard helmets,2021,Summer,6,10753,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,12.0
Ski helmets & snowboard helmets,2021,Summer,7,14149,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,11.0
Ski helmets & snowboard helmets,2021,Summer,8,18344,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,9.0
Ski helmets & snowboard helmets,2021,Autumn,9,27774,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,8.0
Ski helmets & snowboard helmets,2021,Autumn,10,54997,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,6.0
Ski helmets & snowboard helmets,2021,Autumn,11,125451,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,4.0
Ski helmets & snowboard helmets,2021,Winter,12,162410,917360,6,10753,230441,1,76446.66666666667,72748.12555452525,95.16193279130363,2.0
Spirits & Schnapps,2021,Winter,1,55680,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,4.0
Spirits & Schnapps,2021,Winter,2,45706,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,12.0
Spirits & Schnapps,2021,Spring,3,51560,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,8.0
Spirits & Schnapps,2021,Spring,4,47636,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,10.0
Spirits & Schnapps,2021,Spring,5,51706,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,7.0
Spirits & Schnapps,2021,Summer,6,46164,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,11.0
Spirits & Schnapps,2021,Summer,7,55221,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,5.0
Spirits & Schnapps,2021,Summer,8,54882,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,6.0
Spirits & Schnapps,2021,Autumn,9,49232,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,9.0
Spirits & Schnapps,2021,Autumn,10,60305,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,3.0
Spirits & Schnapps,2021,Autumn,11,75785,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,2.0
Spirits & Schnapps,2021,Winter,12,96605,690482,2,45706,96605,12,57540.166666666664,14736.678939011841,25.61111618668439,1.0
USB sticks,2021,Winter,1,96300,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,1.0
USB sticks,2021,Winter,2,67534,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,8.0
USB sticks,2021,Spring,3,83438,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,4.0
USB sticks,2021,Spring,4,65056,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,11.0
USB sticks,2021,Spring,5,66738,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,9.0
USB sticks,2021,Summer,6,52446,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,12.0
USB sticks,2021,Summer,7,66293,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,10.0
USB sticks,2021,Summer,8,70205,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,7.0
USB sticks,2021,Autumn,9,71547,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,6.0
USB sticks,2021,Autumn,10,73130,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,5.0
USB sticks,2021,Autumn,11,88681,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,2.0
USB sticks,2021,Winter,12,84664,886032,6,52446,96300,1,73836.0,12191.59764308637,16.51172550393625,3.0
VR glasses,2021,Winter,1,77847,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,3.0
VR glasses,2021,Winter,2,40870,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,10.0
VR glasses,2021,Spring,3,50267,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,4.0
VR glasses,2021,Spring,4,36180,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,12.0
VR glasses,2021,Spring,5,39561,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,11.0
VR glasses,2021,Summer,6,46713,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,6.0
VR glasses,2021,Summer,7,41844,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,9.0
VR glasses,2021,Summer,8,43388,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,8.0
VR glasses,2021,Autumn,9,44933,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,7.0
VR glasses,2021,Autumn,10,47162,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,5.0
VR glasses,2021,Autumn,11,114399,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,1.0
VR glasses,2021,Winter,12,107759,690923,4,36180,114399,11,57576.916666666664,27149.481811422993,47.15341387348169,2.0
WC,2021,Winter,1,72385,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,1.0
