Standard,,,,,,,,,,,,Expected,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,"xG
▼",npxG,npxG/Sh,G-xG,np:G-xG
238,Hiroki Ito,jp JPN,DF,Stuttgart,23,1999,28.5,1,21,7,33.3,0.74,0.25,0.05,0.14,32.9,2,0,0,0.8,0.8,0.04,0.2,0.2
239,Aïssa Laïdouni,tn TUN,MF,Union Berlin,25,1996,9.7,2,6,2,33.3,0.62,0.21,0.33,1,16.4,0,0,0,0.8,0.8,0.14,1.2,1.2
240,Stefan Lainer,at AUT,DF,M'Gladbach,29,1992,9.1,0,6,4,66.7,0.66,0.44,0,0,13.1,0,0,0,0.8,0.8,0.13,-0.8,-0.8
241,Diogo Leite,pt POR,DF,Union Berlin,23,1999,25,0,12,0,0,0.48,0,0,,14.8,0,0,0,0.8,0.8,0.07,-0.8,-0.8
242,Ibrahim Maza,de GER,"MF,FW",Hertha BSC,16,2005,0.8,1,1,1,100,1.27,1.27,1,1,7.2,0,0,0,0.8,0.8,0.81,0.2,0.2
243,Nathan N'Goumou,fr FRA,FW,M'Gladbach,22,2000,7.7,1,13,4,30.8,1.68,0.52,0.08,0.25,18.1,0,0,0,0.8,0.8,0.06,0.2,0.2
244,Paulo Otávio,br BRA,DF,Wolfsburg,27,1994,22.7,0,19,1,5.3,0.84,0.04,0,0,23.9,0,0,0,0.8,0.8,0.04,-0.8,-0.8
245,Agustín Rogel,uy URU,DF,Hertha BSC,24,1997,15.8,0,5,0,0,0.32,0,0,,7.6,0,0,0,0.8,0.8,0.16,-0.8,-0.8
246,Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,20,2002,22,0,10,0,0,0.46,0,0,,19.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8
247,Morten Thorsby,no NOR,MF,Union Berlin,26,1996,9.3,1,9,3,33.3,0.97,0.32,0.11,0.33,13.7,0,0,0,0.8,0.8,0.09,0.2,0.2
248,Florian Wirtz,de GER,"FW,MF",Leverkusen,19,2003,12.1,1,7,4,57.1,0.58,0.33,0.14,0.25,18.6,0,0,0,0.8,0.8,0.11,0.2,0.2
249,Stefan Bell,de GER,DF,Mainz 05,30,1991,26.6,0,7,2,28.6,0.26,0.08,0,0,10.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7
250,João Cancelo,pt POR,"DF,FW",Bayern Munich,28,1994,11.2,1,12,4,33.3,1.07,0.36,0.08,0.25,18.5,0,0,0,0.7,0.7,0.06,0.3,0.3
251,Ondrej Duda,sk SVK,MF,Köln,27,1994,7.7,0,12,3,25,1.57,0.39,0,0,18.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
252,Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,27.1,0,15,3,20,0.55,0.11,0,0,25,4,0,0,0.7,0.7,0.04,-0.7,-0.7
253,Manuel Gulde,de GER,DF,Freiburg,31,1991,7.1,1,2,1,50,0.28,0.14,0.5,1,6.1,0,0,0,0.7,0.7,0.35,0.3,0.3
254,Robert Gumny,pl POL,DF,Augsburg,24,1998,22.4,1,9,3,33.3,0.4,0.13,0.11,0.33,13.2,0,0,0,0.7,0.7,0.08,0.3,0.3
255,Kristijan Jakić,hr CRO,"DF,MF",Eint Frankfurt,25,1997,16.2,1,8,4,50,0.49,0.25,0.13,0.25,17.5,0,0,0,0.7,0.7,0.09,0.3,0.3
256,Max Kruse,de GER,"MF,FW",Wolfsburg,34,1988,3,0,9,2,22.2,2.98,0.66,0,0,13.9,0,0,0,0.7,0.7,0.08,-0.7,-0.7
257,Jamie Leweling,de GER,"FW,MF",Union Berlin,21,2001,2.9,1,9,5,55.6,3.06,1.7,0.11,0.2,16.7,0,0,0,0.7,0.7,0.07,0.3,0.3
258,Philipp Max,de GER,DF,Eint Frankfurt,28,1993,7.7,0,9,3,33.3,1.17,0.39,0,0,18.3,2,0,0,0.7,0.7,0.08,-0.7,-0.7
259,Jordi Osei-Tutu,eng ENG,"DF,FW",Bochum,23,1998,8.3,0,12,5,41.7,1.44,0.6,0,0,19.9,0,0,0,0.7,0.7,0.05,-0.7,-0.7
260,Amos Pieper,de GER,DF,Werder Bremen,24,1998,21.7,2,11,4,36.4,0.51,0.18,0.18,0.5,13,0,0,0,0.7,0.7,0.07,1.3,1.3
261,Julian Ryerson,no NOR,DF,Union Berlin,24,1997,11.5,0,16,5,31.3,1.39,0.43,0,0,24,0,0,0,0.7,0.7,0.04,-0.7,-0.7
262,Christopher Trimmel,at AUT,DF,Union Berlin,35,1987,20.1,0,14,3,21.4,0.7,0.15,0,0,17.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7
263,Dayot Upamecano,fr FRA,DF,Bayern Munich,23,1998,26.1,0,7,1,14.3,0.27,0.04,0,0,9,0,0,0,0.7,0.7,0.1,-0.7,-0.7
264,Kevin Akpoguma,ng NGA,DF,Hoffenheim,27,1995,21.7,0,8,1,12.5,0.37,0.05,0,0,19.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6
265,Aurélio Buta,pt POR,DF,Eint Frankfurt,25,1997,14.6,3,9,4,44.4,0.61,0.27,0.33,0.75,16.7,0,0,0,0.6,0.6,0.07,2.4,2.4
266,Anthony Caci,fr FRA,DF,Mainz 05,25,1997,22.6,2,10,4,40,0.44,0.18,0.2,0.5,16.1,0,0,0,0.6,0.6,0.06,1.4,1.4
267,Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,7.7,1,5,1,20,0.65,0.13,0.2,1,13,0,0,0,0.6,0.6,0.12,0.4,0.4
268,Arne Engels,be BEL,MF,Augsburg,18,2003,16,0,17,2,11.8,1.06,0.12,0,0,26.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6
269,Angelo Fulgini,fr FRA,MF,Mainz 05,25,1996,5.8,0,8,4,50,1.37,0.69,0,0,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
270,Ko Itakura,jp JPN,DF,M'Gladbach,25,1997,22,0,11,4,36.4,0.5,0.18,0,0,14.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
271,Christopher Lenz,de GER,DF,Eint Frankfurt,27,1994,14.3,0,12,2,16.7,0.84,0.14,0,0,23.4,1,0,0,0.6,0.6,0.05,-0.6,-0.6
272,Tobias Mohr,de GER,"DF,MF",Schalke 04,26,1995,9.3,0,12,1,8.3,1.29,0.11,0,0,19.3,1,0,0,0.6,0.6,0.05,-0.6,-0.6
273,Salih Özcan,tr TUR,MF,Dortmund,24,1998,17.5,0,3,1,33.3,0.17,0.06,0,0,9.3,0,0,0,0.6,0.6,0.19,-0.6,-0.6
274,Luca Pellegrini,it ITA,DF,Eint Frankfurt,23,1999,6.2,0,14,2,14.3,2.26,0.32,0,0,27.7,3,0,0,0.6,0.6,0.04,-0.6,-0.6
275,David Raum,de GER,"DF,MF",RB Leipzig,24,1998,18.7,0,14,5,35.7,0.75,0.27,0,0,23.1,0,0,0,0.6,0.6,0.04,-0.6,-0.6
276,Nikola Soldo,hr CRO,DF,Köln,21,2001,6.6,0,6,0,0,0.91,0,0,,15.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6
277,Ivan Šunjić,hr CRO,MF,Hertha BSC,25,1996,11,0,6,3,50,0.54,0.27,0,0,16.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6
278,Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,6.5,0,11,2,18.2,1.7,0.31,0,0,23.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
279,Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,4.4,1,10,4,40,2.26,0.9,0.1,0.25,20.2,0,0,0,0.5,0.5,0.05,0.5,0.5
280,Jean-Paul Boëtius,nl NED,MF,Hertha BSC,28,1994,11.7,0,5,3,60,0.43,0.26,0,0,20.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5
281,Danny da Costa,de GER,DF,Mainz 05,29,1993,13.7,0,7,1,14.3,0.51,0.07,0,0,14.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
282,Kasper Dolberg,dk DEN,"FW,MF",Hoffenheim,24,1997,4.5,1,7,3,42.9,1.57,0.67,0.14,0.33,16.7,0,0,0,0.5,0.5,0.07,0.5,0.5
283,Marco Friedl,at AUT,DF,Werder Bremen,24,1998,28.8,0,6,1,16.7,0.21,0.03,0,0,20.8,0,0,0,0.5,0.5,0.09,-0.5,-0.5
284,Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,26,1996,2.7,0,9,3,33.3,3.28,1.09,0,0,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5
285,Josuha Guilavogui,fr FRA,"DF,MF",Wolfsburg,31,1990,13.1,1,6,1,16.7,0.46,0.08,0.17,1,11.9,0,0,0,0.5,0.5,0.09,0.5,0.5
286,Arijon Ibrahimović,de GER,MF,Bayern Munich,16,2005,0.2,0,2,2,100,12.86,12.86,0,0,6.9,0,0,0,0.5,0.5,0.26,-0.5,-0.5
287,Sasa Kalajdzic,at AUT,FW,Stuttgart,25,1997,2.6,0,5,1,20,1.93,0.39,0,0,10.8,0,0,0,0.5,0.5,0.1,-0.5,-0.5
288,Maxence Lacroix,fr FRA,DF,Wolfsburg,22,2000,18.1,1,4,1,25,0.22,0.06,0.25,1,8.6,0,0,0,0.5,0.5,0.13,0.5,0.5
289,Marlon Mustapha,at AUT,"FW,MF",Mainz 05,21,2001,0.8,0,3,0,0,3.91,0,0,,16.3,0,0,0,0.5,0.5,0.18,-0.5,-0.5
290,Stanley N'Soki,fr FRA,DF,Hoffenheim,23,1999,14.3,1,6,2,33.3,0.42,0.14,0.17,0.5,17.2,0,0,0,0.5,0.5,0.09,0.5,0.5
291,Paulinho,br BRA,FW,Leverkusen,22,2000,0.9,1,2,1,50,2.2,1.1,0.5,1,16.1,0,0,0,0.5,0.5,0.26,0.5,0.5
292,Jérôme Roussillon,fr FRA,DF,Union Berlin,29,1993,10.6,0,9,2,22.2,0.85,0.19,0,0,22.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
293,Julian Ryerson,no NOR,DF,Dortmund,24,1997,15.7,1,10,3,30,0.64,0.19,0.1,0.33,22.4,0,0,0,0.5,0.5,0.05,0.5,0.5
294,Joe Scally,us USA,DF,M'Gladbach,19,2002,24.5,0,7,1,14.3,0.29,0.04,0,0,17.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5
295,Tim Skarke,de GER,"FW,MF",Schalke 04,25,1996,4.9,1,11,4,36.4,2.25,0.82,0.09,0.25,23.7,1,0,0,0.5,0.5,0.05,0.5,0.5
296,Almamy Touré,ml MLI,DF,Eint Frankfurt,26,1996,4.4,0,3,1,33.3,0.68,0.23,0,0,14,0,0,0,0.5,0.5,0.17,-0.5,-0.5
297,Miloš Veljković,rs SRB,DF,Werder Bremen,26,1995,25.2,1,4,2,50,0.16,0.08,0.25,0.5,8.7,0,0,0,0.5,0.5,0.12,0.5,0.5
298,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,21.4,1,4,3,75,0.19,0.14,0.25,0.33,11.3,0,0,0,0.4,0.4,0.1,0.6,0.6
299,John Brooks,us USA,DF,Hoffenheim,29,1993,15,0,7,0,0,0.47,0,0,,11.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
300,Daniel Caligiuri,it ITA,"DF,MF",Augsburg,34,1988,3.2,1,6,2,33.3,1.86,0.62,0.17,0.5,19.8,0,0,0,0.4,0.4,0.07,0.6,0.6
301,David Čolina,hr CRO,"DF,FW",Augsburg,22,2000,1.8,1,1,1,100,0.54,0.54,1,1,8.4,0,0,0,0.4,0.4,0.44,0.6,0.6
302,Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,3.7,0,6,1,16.7,1.6,0.27,0,0,26.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4
303,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,26,1996,5.3,1,4,1,25,0.75,0.19,0.25,1,8,0,0,0,0.4,0.4,0.1,0.6,0.6
304,Eren Dinkçi,de GER,"FW,MF",Werder Bremen,20,2001,2.6,0,6,0,0,2.34,0,0,,15.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
305,Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,2.7,0,8,0,0,2.99,0,0,,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
306,André Hahn,de GER,"FW,MF",Augsburg,31,1990,4.3,2,7,2,28.6,1.61,0.46,0.29,1,21.4,0,0,0,0.4,0.4,0.06,1.6,1.6
307,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,25,1997,16.6,1,7,2,28.6,0.42,0.12,0.14,0.5,13.5,0,0,0,0.4,0.4,0.06,0.6,0.6
308,Patrick Herrmann,de GER,"FW,MF",M'Gladbach,31,1991,1.8,1,6,2,33.3,3.29,1.1,0.17,0.5,19.7,0,0,0,0.4,0.4,0.06,0.6,0.6
309,Iago,br BRA,"DF,MF",Augsburg,25,1997,17.8,0,9,0,0,0.51,0,0,,19.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
310,Marcin Kamiński,pl POL,DF,Schalke 04,30,1992,7,2,4,2,50,0.57,0.28,0.5,1,16.4,2,0,0,0.4,0.4,0.1,1.6,1.6
311,Christoph Kramer,de GER,MF,M'Gladbach,31,1991,24.7,0,6,1,16.7,0.24,0.04,0,0,22.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
312,Vassilis Lambropoulos,gr GRE,DF,Bochum,32,1990,7,0,6,0,0,0.86,0,0,,11.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
313,Florent Mollet,fr FRA,MF,Schalke 04,30,1991,4.6,1,11,1,9.1,2.41,0.22,0.09,1,22.1,2,0,0,0.4,0.4,0.03,0.6,0.6
314,Finn Ole Becker,de GER,MF,Hoffenheim,22,2000,5.7,0,6,2,33.3,1.05,0.35,0,0,24,0,0,0,0.4,0.4,0.07,-0.4,-0.4
315,Mads Pedersen,dk DEN,"DF,MF",Augsburg,25,1996,20.4,0,9,0,0,0.44,0,0,,23.3,1,0,0,0.4,0.4,0.04,-0.4,-0.4
316,András Schäfer,hu HUN,MF,Union Berlin,23,1999,9.6,0,7,1,14.3,0.73,0.1,0,0,23.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4
317,Benno Schmitz,de GER,DF,Köln,27,1994,26.9,1,10,2,20,0.37,0.07,0.1,0.5,19.5,0,0,0,0.4,0.4,0.04,0.6,0.6
318,Kostas Stafylidis,gr GRE,"DF,MF",Bochum,28,1993,11.6,0,14,2,14.3,1.21,0.17,0,0,29.5,1,0,0,0.4,0.4,0.03,-0.4,-0.4
319,Charles Aránguiz,cl CHI,MF,Leverkusen,33,1989,5.5,1,5,2,40,0.91,0.37,0.2,0.5,18.5,0,0,0,0.3,0.3,0.06,0.7,0.7
320,Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,6.2,0,3,0,0,0.49,0,0,,18.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3
321,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,5.2,0,6,0,0,1.16,0,0,,19.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
322,Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,25.7,0,10,0,0,0.39,0,0,,24.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
323,Lee Buchanan,eng ENG,"DF,FW",Werder Bremen,21,2001,5.2,1,5,1,20,0.95,0.19,0.2,1,22.1,0,0,0,0.3,0.3,0.06,0.7,0.7
324,Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,16.1,0,4,1,25,0.25,0.06,0,0,9.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
325,Kilian Fischer,de GER,"DF,FW",Wolfsburg,21,2000,5.6,0,3,1,33.3,0.54,0.18,0,0,19.8,0,0,0,0.3,0.3,0.12,-0.3,-0.3
326,Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,2.5,0,2,2,100,0.79,0.79,0,0,11.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3
327,Ilia Gruev,bg BUL,MF,Werder Bremen,22,2000,17.6,0,6,1,16.7,0.34,0.06,0,0,22.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
328,Genki Haraguchi,jp JPN,MF,Stuttgart,31,1991,8.3,0,5,1,20,0.6,0.12,0,0,24.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3
329,Genki Haraguchi,jp JPN,MF,Union Berlin,31,1991,5.5,0,6,1,16.7,1.08,0.18,0,0,21.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
330,Dominique Heintz,de GER,DF,Bochum,28,1993,8.8,0,4,1,25,0.45,0.11,0,0,17.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
331,Atakan Karazor,de GER,MF,Stuttgart,25,1996,21.8,0,6,0,0,0.28,0,0,,20.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
332,Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,19,2003,0.8,0,2,1,50,2.5,1.25,0,0,13.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3
333,Jonjoe Kenny,eng ENG,DF,Hertha BSC,25,1997,24.9,0,6,1,16.7,0.24,0.04,0,0,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
334,Lukas Klostermann,de GER,DF,RB Leipzig,26,1996,10.1,0,6,1,16.7,0.6,0.1,0,0,17.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3
335,Pierre Kunde,cm CMR,"MF,FW",Bochum,27,1995,4.2,1,4,1,25,0.95,0.24,0.25,1,24.7,0,0,0,0.3,0.3,0.08,0.7,0.7
336,Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,25,1997,9.4,0,6,2,33.3,0.64,0.21,0,0,23.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
337,Nikolas Nartey,dk DEN,"DF,MF",Stuttgart,22,2000,5.3,0,4,0,0,0.76,0,0,,23.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3
338,Patrick Osterhage,de GER,MF,Bochum,22,2000,11.4,0,6,0,0,0.52,0,0,,21.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
339,Marvin Plattenhardt,de GER,DF,Hertha BSC,30,1992,26.7,0,8,1,12.5,0.3,0.04,0,0,27.3,4,0,0,0.3,0.3,0.04,-0.3,-0.3
340,Elvis Rexhbeçaj,de GER,MF,Augsburg,24,1997,28,0,16,5,31.3,0.57,0.18,0,0,27,0,0,0,0.3,0.3,0.02,-0.3,-0.3
341,Xaver Schlager,at AUT,MF,RB Leipzig,24,1997,16.7,1,5,1,20,0.3,0.06,0.2,1,23.6,0,0,0,0.3,0.3,0.06,0.7,0.7
342,Jonathan Schmid,fr FRA,DF,Freiburg,32,1990,0.5,0,1,1,100,2.2,2.2,0,0,13.9,0,0,0,0.3,0.3,0.3,-0.3,-0.3
343,Angelo Stiller,de GER,MF,Hoffenheim,21,2001,7.8,1,7,3,42.9,0.89,0.38,0.14,0.33,22.1,0,0,0,0.3,0.3,0.04,0.7,0.7
344,Paxten Aaronson,us USA,"MF,DF",Eint Frankfurt,18,2003,1.9,0,4,1,25,2.08,0.52,0,0,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
345,Mehmet Aydin,de GER,"DF,FW",Schalke 04,20,2002,6.3,0,5,0,0,0.79,0,0,,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
346,Timo Baumgartl,de GER,DF,Union Berlin,26,1996,6.2,0,4,2,50,0.64,0.32,0,0,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
347,Delano Burgzorg,nl NED,"FW,MF",Mainz 05,23,1998,2.7,0,4,2,50,1.48,0.74,0,0,25.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
348,Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,7.5,0,9,3,33.3,1.21,0.4,0,0,29.4,1,0,0,0.2,0.2,0.02,-0.2,-0.2
349,Cristian Gamboa,cr CRC,DF,Bochum,32,1989,16.4,0,8,1,12.5,0.49,0.06,0,0,29.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2
350,Dennis Geiger,de GER,MF,Hoffenheim,24,1998,21.7,1,5,3,60,0.23,0.14,0.2,0.33,24.7,0,0,0,0.2,0.2,0.03,0.8,0.8
351,Christian Groß,de GER,MF,Werder Bremen,33,1989,21,1,5,1,20,0.24,0.05,0.2,1,26,0,0,0,0.2,0.2,0.03,0.8,0.8
352,Callum Hudson-Odoi,eng ENG,"FW,MF",Leverkusen,21,2000,6.7,0,4,1,25,0.6,0.15,0,0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
353,Yannik Keitel,de GER,MF,Freiburg,22,2000,7.6,0,4,3,75,0.53,0.4,0,0,16.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
354,Odilon Kossonou,ci CIV,DF,Leverkusen,21,2001,16.9,0,3,0,0,0.18,0,0,,23.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
355,Maxim Leitsch,de GER,DF,Mainz 05,24,1998,7.4,0,2,1,50,0.27,0.14,0,0,19.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2
356,Henning Matriciani,de GER,DF,Schalke 04,22,2000,20.7,0,3,0,0,0.14,0,0,,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
357,Thomas Meunier,be BEL,DF,Dortmund,30,1991,6.5,0,4,0,0,0.62,0,0,,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
358,Manuel Neuer,de GER,GK,Bayern Munich,36,1986,12,0,2,1,50,0.17,0.08,0,0,9,0,0,0,0.2,0.2,0.11,-0.2,-0.2
359,Kevin Paredes,us USA,"FW,MF",Wolfsburg,19,2003,5.9,1,4,2,50,0.68,0.34,0.25,0.5,21.4,0,0,0,0.2,0.2,0.04,0.8,0.8
360,Juan Perea,co COL,FW,Stuttgart,22,2000,4.6,1,2,1,50,0.43,0.22,0.5,1,10.6,0,0,0,0.2,0.2,0.09,0.8,0.8
361,Sebastian Rudy,de GER,MF,Hoffenheim,32,1990,8.8,0,5,2,40,0.57,0.23,0,0,29.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
362,Kevin Schade,de GER,"FW,MF",Freiburg,20,2001,2,1,4,1,25,1.98,0.49,0.25,1,15,0,0,0,0.2,0.2,0.06,0.8,0.8
363,Derry Scherhant,de GER,"FW,MF",Hertha BSC,19,2002,3.2,1,4,1,25,1.26,0.32,0.25,1,15.9,0,0,0,0.2,0.2,0.05,0.8,0.8
364,Daley Sinkgraven,nl NED,"DF,MF",Leverkusen,27,1995,3.8,0,4,1,25,1.05,0.26,0,0,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
365,Tim Skarke,de GER,"DF,MF",Union Berlin,25,1996,0.6,0,4,2,50,6.79,3.4,0,0,22.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
366,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,21,2000,5.2,0,3,0,0,0.57,0,0,,12.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
367,Niklas Stark,de GER,DF,Werder Bremen,27,1995,23.1,0,3,1,33.3,0.13,0.04,0,0,10.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2
368,Malick Thiaw,de GER,DF,Schalke 04,20,2001,3,0,2,1,50,0.67,0.33,0,0,8.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2
369,Renato Veiga,pt POR,DF,Augsburg,19,2003,7.1,0,8,0,0,1.13,0,0,,26.6,1,0,0,0.2,0.2,0.02,-0.2,-0.2
370,Robert Wagner,de GER,MF,Freiburg,19,2003,0.4,0,2,0,0,4.74,0,0,,17.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2
371,Noah Weißhaupt,de GER,"MF,DF",Freiburg,20,2001,4.7,0,2,1,50,0.42,0.21,0,0,14.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
372,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,21,2001,2,0,2,0,0,0.99,0,0,,17,0,0,0,0.1,0.1,0.05,-0.1,-0.1
373,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,29,1993,2.6,0,1,1,100,0.38,0.38,0,0,17.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1
374,Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,2.9,0,2,1,50,0.68,0.34,0,0,11.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
375,Daley Blind,nl NED,"DF,MF",Bayern Munich,32,1990,1.5,0,1,1,100,0.67,0.67,0,0,24.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
376,Yvandro Borges Sanches,lu LUX,"FW,MF",M'Gladbach,18,2004,0.3,0,1,0,0,3.21,0,0,,34.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
377,Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,24,1998,3,0,2,1,50,0.66,0.33,0,0,20.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
378,Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34,0,1,0,0,0.03,0,0,,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
379,Muhammed Damar,de GER,MF,Hoffenheim,18,2004,1.8,0,1,0,0,0.57,0,0,,10.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1
380,Márton Dárdai,de GER,"DF,MF",Hertha BSC,20,2002,10.5,1,2,1,50,0.19,0.1,0.5,1,22.2,0,0,0,0.1,0.1,0.04,0.9,0.9
381,Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,3.3,0,1,0,0,0.3,0,0,,20,0,0,0,0.1,0.1,0.11,-0.1,-0.1
382,Florian Flick,de GER,MF,Schalke 04,22,2000,5.7,0,2,1,50,0.35,0.18,0,0,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
383,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,24,1998,2.1,0,3,2,66.7,1.41,0.94,0,0,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
384,Leo Greiml,at AUT,DF,Schalke 04,21,2001,4,0,1,1,100,0.25,0.25,0,0,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1
385,Alexander Hack,de GER,DF,Mainz 05,28,1993,12.6,0,3,0,0,0.24,0,0,,12.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
386,Paul Jaeckel,de GER,DF,Union Berlin,24,1998,13.3,1,2,2,100,0.15,0.15,0.5,0.5,11.3,0,0,0,0.1,0.1,0.07,0.9,0.9
387,Tim Lemperle,de GER,"FW,MF",Köln,20,2002,1.5,0,2,0,0,1.36,0,0,,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
388,Thomas Ouwejan,nl NED,DF,Schalke 04,25,1996,10,0,5,1,20,0.5,0.1,0,0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
389,Kristian Pedersen,dk DEN,DF,Köln,27,1994,3.1,0,1,0,0,0.33,0,0,,4.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1
390,Ricardo Pepi,us USA,FW,Augsburg,19,2003,1.1,0,1,0,0,0.95,0,0,,14.6,0,0,0,0.1,0.1,0.09,-0.1,-0.1
391,Maximilian Philipp,de GER,FW,Wolfsburg,28,1994,1.3,0,1,1,100,0.78,0.78,0,0,18.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
392,Nicolai Rapp,de GER,"MF,DF",Werder Bremen,25,1996,0.8,0,1,0,0,1.27,0,0,,12.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1
