Standard,,,,,,,,,,,,Expected,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,"xG
▼",npxG,npxG/Sh,G-xG,np:G-xG
393,Tom Rothe,de GER,DF,Dortmund,17,2004,0.3,0,1,0,0,3.46,0,0,,7.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
394,Alexander Schwolow,de GER,GK,Schalke 04,30,1992,22.6,0,1,0,0,0.04,0,0,,5.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
395,Niklas Tauer,de GER,"DF,MF",Mainz 05,21,2001,1,0,1,0,0,0.97,0,0,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
396,Semir Telalovic,de GER,"MF,FW",M'Gladbach,22,1999,0.1,0,1,1,100,9,9,0,0,25,0,0,0,0.1,0.1,0.07,-0.1,-0.1
397,Umut Tohumcu,de GER,"MF,DF",Hoffenheim,17,2004,3,0,4,0,0,1.33,0,0,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
398,Jere Uronen,fi FIN,DF,Schalke 04,28,1994,7.5,0,4,0,0,0.53,0,0,,33,0,0,0,0.1,0.1,0.02,-0.1,-0.1
399,Mark Uth,de GER,"MF,FW",Köln,30,1991,0.5,0,1,1,100,1.96,1.96,0,0,13.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
400,Felix Agu,de GER,"DF,FW",Werder Bremen,22,1999,0.5,0,1,0,0,1.84,0,0,,15.9,0,0,0,0,0,0.04,0,0
401,Lukáš Ambros,cz CZE,MF,Wolfsburg,18,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
402,Ayman Azhil,ma MAR,MF,Leverkusen,21,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
403,Sanoussy Ba,de GER,DF,RB Leipzig,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
404,Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
405,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,25,1996,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
406,Karim Bellarabi,de GER,"FW,MF",Leverkusen,32,1990,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
407,Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
408,Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
409,Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,0.7,0,1,0,0,1.43,0,0,,16.7,0,0,0,0,0,0.03,0,0
410,Timothy Chandler,us USA,DF,Eint Frankfurt,32,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
411,Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
412,Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
413,Darko Churlinov,mk MKD,FW,Stuttgart,22,2000,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
414,Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
415,Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
416,Finn Dahmen,de GER,GK,Mainz 05,24,1998,8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
417,Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
418,Justin Diehl,de GER,"MF,FW",Köln,17,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
419,Niklas Dorsch,de GER,MF,Augsburg,24,1998,5.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
420,Julien Duranville,be BEL,MF,Dortmund,16,2006,0.3,0,1,0,0,3.1,0,0,,25.4,0,0,0,0,0,0.02,0,0
421,Kingsley Ehizibue,nl NED,DF,Köln,27,1995,0.7,0,1,1,100,1.48,1.48,0,0,35.5,0,0,0,0,0,0.02,0,0
422,Julian Eitschberger,de GER,FW,Hertha BSC,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
423,Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
424,Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
425,Ralf Fährmann,de GER,GK,Schalke 04,33,1988,11.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
426,Mark Flekken,nl NED,GK,Freiburg,29,1993,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
427,Raphael Framberger,de GER,"DF,FW",Augsburg,26,1995,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
428,Oscar Fraulo,dk DEN,"FW,MF",M'Gladbach,18,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
429,Dario Gebuhr,de GER,DF,Eint Frankfurt,19,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
430,Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,23,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
431,Jacek Góralski,pl POL,MF,Bochum,29,1992,1.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
432,Lennart Grill,de GER,GK,Union Berlin,23,1999,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
433,Brajan Gruda,de GER,MF,Mainz 05,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
434,Carlos Gruezo,ec ECU,MF,Augsburg,27,1995,10.7,0,2,0,0,0.19,0,0,,32.1,0,0,0,0,0,0.02,0,0
435,Péter Gulácsi,hu HUN,GK,RB Leipzig,32,1990,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
436,Makoto Hasebe,jp JPN,DF,Eint Frankfurt,38,1984,14.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
437,Lucas Hernández,fr FRA,DF,Bayern Munich,26,1996,5.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
438,Jannes Horn,de GER,"DF,FW",Bochum,25,1997,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
439,Lukáš Hrádecký,fi FIN,GK,Leverkusen,32,1989,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
440,Andreas Ivan,ro ROU,MF,Schalke 04,27,1995,0.5,0,1,0,0,1.96,0,0,,26.5,1,0,0,0,0,0.04,0,0
441,Saidy Janko,gm GAM,DF,Bochum,26,1995,12.6,0,1,0,0,0.08,0,0,,21.9,0,0,0,0,0,0.05,0,0
442,Tony Jantschke,de GER,"DF,MF",M'Gladbach,32,1990,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
443,Pascal Klemens,de GER,DF,Hertha BSC,17,2005,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
444,Gregor Kobel,ch SUI,GK,Dortmund,24,1997,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
445,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,30,1991,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
446,Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,29,1992,0.8,0,1,0,0,1.22,0,0,,21.1,0,0,0,0,0,0.02,0,0
447,Tomáš Koubek,cz CZE,GK,Augsburg,29,1992,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
448,Alou Kuol,au AUS,FW,Stuttgart,21,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
449,Dimitris Limnios,gr GRE,FW,Köln,24,1998,0.4,0,1,0,0,2.31,0,0,,19.5,0,0,0,0,0,0.02,0,0
450,Andrey Lunyov,ru RUS,GK,Leverkusen,30,1991,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
451,Myziane Maolida,fr FRA,"FW,MF",Hertha BSC,23,1999,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
452,Keke Maximilian Topp,de GER,FW,Schalke 04,18,2004,0.2,0,1,0,0,4.5,0,0,,11.5,0,0,0,0,0,0.04,0,0
453,Noah Mbamba,be BEL,MF,Leverkusen,17,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
454,Jean-Manuel Mbom,de GER,MF,Werder Bremen,22,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
455,Nathanael Mbuku,fr FRA,"MF,FW",Augsburg,20,2002,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
456,Alexander Meyer,de GER,GK,Dortmund,31,1991,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
457,Clinton Mola,eng ENG,DF,Stuttgart,21,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
458,Florian Müller,de GER,GK,Stuttgart,24,1997,19,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
459,Justin Njinmah,de GER,FW,Dortmund,21,2000,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
460,Ørjan Nyland,no NOR,GK,RB Leipzig,31,1990,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
461,Tim Oermann,de GER,DF,Bochum,18,2003,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
462,Mathias Olesen,lu LUX,MF,Köln,21,2001,5.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
463,Jan Olschowsky,de GER,GK,M'Gladbach,20,2001,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
464,Jonas Omlin,ch SUI,GK,M'Gladbach,28,1994,14.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
465,Reece Oxford,eng ENG,DF,Augsburg,23,1998,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
466,Levin Öztunalı,de GER,MF,Union Berlin,26,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
467,Antonios Papadopoulos,de GER,DF,Dortmund,22,1999,0.1,0,1,0,0,6.92,0,0,,12,0,0,0,0,0,0.01,0,0
468,Marco Pašalić,hr CRO,MF,Dortmund,21,2000,0.1,0,1,0,0,8.18,0,0,,22.7,0,0,0,0,0,0.05,0,0
469,Felix Passlack,de GER,DF,Dortmund,24,1998,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
470,Jiří Pavlenka,cz CZE,GK,Werder Bremen,30,1992,32.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
471,Dženan Pejčinović,de GER,FW,Wolfsburg,17,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
472,Peter Pekarík,sk SVK,DF,Hertha BSC,35,1986,2.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
473,Lukas Petkov,bg BUL,"MF,FW",Augsburg,21,2000,1.6,0,2,0,0,1.23,0,0,,29.6,0,0,0,0,0,0.02,0,0
474,Joel Pohjanpalo,fi FIN,"FW,MF",Leverkusen,27,1994,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
475,Stefan Posch,at AUT,DF,Hoffenheim,25,1997,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
476,Tymoteusz Puchacz,pl POL,DF,Union Berlin,23,1999,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
477,Eduardo Quaresma,pt POR,DF,Hoffenheim,20,2002,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
478,Joshua Quarshie,de GER,MF,Hoffenheim,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
479,Diant Ramaj,de GER,GK,Eint Frankfurt,20,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
480,Rocco Reitz,de GER,MF,M'Gladbach,20,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
481,Manuel Riemann,de GER,GK,Bochum,33,1988,34,0,1,0,0,0.03,0,0,,11.5,0,0,0,0,0,0.04,0,0
482,Merlin Röhl,de GER,"MF,FW",Freiburg,20,2002,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
483,Tony Rölke,de GER,FW,Hertha BSC,19,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
484,Jérôme Roussillon,fr FRA,"MF,DF",Wolfsburg,29,1993,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
485,Frederik Rønnow,dk DEN,GK,Union Berlin,29,1992,29,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
486,Dikeni Salifou,tg TOG,MF,Werder Bremen,19,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
487,Diadie Samassékou,ml MLI,"MF,FW",Hoffenheim,26,1996,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
488,Sidi Sané,de GER,FW,Schalke 04,19,2003,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
489,Bouna Sarr,sn SEN,FW,Bayern Munich,30,1992,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
490,Keven Schlotterbeck,de GER,DF,Freiburg,25,1997,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
491,Kenneth Schmidt,de GER,DF,Freiburg,20,2002,2.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
492,Marvin Schwäbe,de GER,GK,Köln,27,1995,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
493,Eniss Shabani,de GER,MF,Mainz 05,19,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
494,Tobias Sippel,de GER,GK,M'Gladbach,34,1988,5.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
495,Hugo Siquet,be BEL,DF,Freiburg,20,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
496,Danilo Soares,br BRA,DF,Bochum,30,1991,19.6,0,2,0,0,0.1,0,0,,29.1,0,0,0,0,0,0.01,0,0
497,Yann Sommer,ch SUI,GK,M'Gladbach,33,1988,10,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
498,Yann Sommer,ch SUI,GK,Bayern Munich,33,1988,19,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
499,Veit Stange,de GER,MF,Hertha BSC,18,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
500,Josip Stanišić,hr CRO,DF,Bayern Munich,22,2000,6.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
501,Pascal Stenzel,de GER,DF,Stuttgart,26,1996,3.7,0,2,0,0,0.54,0,0,,17.5,0,0,0,0,0,0.02,0,0
502,Alexander Sørloth,no NOR,FW,RB Leipzig,26,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
503,Kevin Trapp,de GER,GK,Eint Frankfurt,32,1990,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
504,Sven Ulreich,de GER,GK,Bayern Munich,33,1988,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
505,Lauren Ulrich,de GER,MF,Stuttgart,17,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
506,Gabriel Vidovic,hr CRO,FW,Bayern Munich,18,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
507,Kevin Vogt,de GER,DF,Hoffenheim,30,1991,19.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
508,Aster Vranckx,be BEL,MF,Wolfsburg,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
509,Paul Wanner,de GER,MF,Bayern Munich,16,2005,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
510,Marcel Wenig,de GER,MF,Eint Frankfurt,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
511,Frederik Winther,dk DEN,DF,Augsburg,21,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
512,Aaron Zehnter,de GER,DF,Augsburg,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
513,Robin Zentner,de GER,GK,Mainz 05,27,1994,26,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
514,Michael Zetterer,de GER,GK,Werder Bremen,27,1995,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
515,Omar Marmoush,eg EGY,FW,Wolfsburg,23,1999,16.4,5,48,17,35.4,2.93,1.04,0.1,0.29,,,0,0,,,,,
