Standard,,,,,,,,,,,,Expected,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,"xG
▼",npxG,npxG/Sh,G-xG,np:G-xG
337,Adil Aouchiche,fr FRA,MF,Lorient,20,2002,2.8,0,8,3,37.5,2.88,1.08,0,0,17.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
338,Carlos Baleba,cm CMR,MF,Lille,18,2004,5.3,0,12,2,16.7,2.26,0.38,0,0,24.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
339,Melvin Bard,fr FRA,DF,Nice,21,2000,27.3,0,7,2,28.6,0.26,0.07,0,0,15.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
340,Alexis Beka Beka,fr FRA,"MF,DF",Nice,21,2001,6.1,0,9,3,33.3,1.49,0.5,0,0,24.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5
341,Alberth Elis,hn HON,"MF,FW",Brest,26,1996,2.9,0,4,1,25,1.4,0.35,0,0,13.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5
342,Khalil Fayad,fr FRA,MF,Montpellier,18,2004,8,0,8,3,37.5,1,0.38,0,0,21.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5
343,Maxime Gonalons,fr FRA,MF,Clermont Foot,33,1989,16.1,1,6,2,33.3,0.37,0.12,0.17,0.5,22.6,0,0,0,0.5,0.5,0.09,0.5,0.5
344,Gabriel Gudmundsson,se SWE,"DF,FW",Lille,23,1999,9.3,0,7,1,14.3,0.75,0.11,0,0,22,0,0,0,0.5,0.5,0.07,-0.5,-0.5
345,Amine Harit,ma MAR,"MF,FW",Marseille,25,1997,5.7,0,6,3,50,1.05,0.52,0,0,18.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5
346,Ayman Kari,fr FRA,"MF,DF",Lorient,17,2004,1.1,0,4,0,0,3.75,0,0,,18.6,0,0,0,0.5,0.5,0.14,-0.5,-0.5
347,Yasser Larouci,fr FRA,"DF,MF",Troyes,21,2001,20,1,10,4,40,0.5,0.2,0.1,0.25,20.6,0,0,0,0.5,0.5,0.05,0.5,0.5
348,Myziane Maolida,fr FRA,"MF,FW",Reims,23,1999,2.6,1,6,2,33.3,2.33,0.78,0.17,0.5,17.2,0,0,0,0.5,0.5,0.08,0.5,0.5
349,Jean Mattéo Bahoya,fr FRA,"FW,MF",Angers,17,2005,3,0,4,0,0,1.33,0,0,,15.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5
350,Youssouf Ndayishimiye,bi BDI,"MF,DF",Nice,23,1998,6.3,1,8,4,50,1.27,0.63,0.13,0.25,18.2,0,0,0,0.5,0.5,0.06,0.5,0.5
351,Ante Palaversa,hr CRO,MF,Troyes,22,2000,0.3,1,1,1,100,2.9,2.9,1,1,5.2,0,0,0,0.5,0.5,0.51,0.5,0.5
352,Lucas Perrin,fr FRA,DF,Strasbourg,23,1998,19.6,0,7,4,57.1,0.36,0.2,0,0,11.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
353,Mamadou Sakho,fr FRA,DF,Montpellier,32,1990,8.5,1,3,2,66.7,0.35,0.24,0.33,0.5,6.1,0,0,0,0.5,0.5,0.18,0.5,0.5
354,Vincent Sierro,ch SUI,MF,Toulouse,26,1995,7.4,0,8,3,37.5,1.08,0.41,0,0,22.3,1,0,0,0.5,0.5,0.06,-0.5,-0.5
355,Moussa Soumano,fr FRA,FW,Ajaccio,17,2005,5.5,1,6,2,33.3,1.09,0.36,0.17,0.5,17.5,0,0,0,0.5,0.5,0.09,0.5,0.5
356,Dennis Appiah,fr FRA,"DF,MF",Nantes,30,1992,8.8,0,5,1,20,0.57,0.11,0,0,19.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
357,Quentin Boisgard,fr FRA,MF,Lorient,25,1997,2,1,6,3,50,2.93,1.47,0.17,0.33,18.5,0,0,0,0.4,0.4,0.07,0.6,0.6
358,Colin Dagba,fr FRA,"DF,MF",Strasbourg,23,1998,10.6,0,5,0,0,0.47,0,0,,16.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
359,Achraf Dari,ma MAR,DF,Brest,23,1999,14.6,1,4,2,50,0.27,0.14,0.25,0.5,15.4,0,0,0,0.4,0.4,0.09,0.6,0.6
360,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,30,1992,11.9,0,6,4,66.7,0.51,0.34,0,0,18.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
361,Jodel Dossou,bj BEN,"MF,DF",Clermont Foot,30,1992,2.9,1,6,3,50,2.09,1.05,0.17,0.33,16.7,0,0,0,0.4,0.4,0.07,0.6,0.6
362,Jean-Kevin Duverne,ht HAI,DF,Brest,25,1997,27.9,0,5,1,20,0.18,0.04,0,0,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4
363,Malo Gusto,fr FRA,DF,Lyon,19,2003,17.7,0,7,3,42.9,0.39,0.17,0,0,20.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
364,Rhys Healey,wls WAL,FW,Toulouse,27,1994,0.7,2,5,3,60,7.03,4.22,0.4,0.67,15.3,0,0,0,0.4,0.4,0.08,1.6,1.6
365,Cheick Konaté,ci CIV,DF,Clermont Foot,18,2004,6.4,0,3,0,0,0.47,0,0,,26.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4
366,Sael Kumbedi,fr FRA,DF,Lyon,17,2005,14.7,0,9,2,22.2,0.61,0.14,0,0,21.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
367,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,19,2003,1.4,0,3,1,33.3,2.2,0.73,0,0,15.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4
368,Kenny Lala,fr FRA,DF,Brest,30,1991,15.7,0,12,3,25,0.76,0.19,0,0,25.6,2,0,0,0.4,0.4,0.03,-0.4,-0.4
369,Azor Matusiwa,nl NED,MF,Reims,24,1998,27.6,0,11,4,36.4,0.4,0.14,0,0,26.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
370,Jean Onana,cm CMR,"MF,DF",Lens,22,2000,9,0,8,3,37.5,0.89,0.33,0,0,23.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
371,Lucas Paquetá,br BRA,MF,Lyon,24,1997,1.8,0,5,1,20,2.83,0.57,0,0,15.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4
372,Théo Sainte-Luce,fr FRA,DF,Montpellier,23,1998,5.9,1,3,2,66.7,0.51,0.34,0.33,0.5,20.5,0,0,0,0.4,0.4,0.14,0.6,0.6
373,Kaj Sierhuis,nl NED,"FW,MF",Reims,24,1998,2.4,0,5,1,20,2.06,0.41,0,0,14.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
374,Djed Spence,eng ENG,DF,Rennes,21,2000,6.4,0,3,1,33.3,0.47,0.16,0,0,14,0,0,0,0.4,0.4,0.12,-0.4,-0.4
375,Issiaga Sylla,gn GUI,DF,Toulouse,28,1994,15.2,0,9,3,33.3,0.59,0.2,0,0,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
376,Enzo Tchato,cm CMR,DF,Montpellier,19,2002,12.2,1,4,2,50,0.33,0.16,0.25,0.5,18.8,0,0,0,0.4,0.4,0.09,0.6,0.6
377,Akim Zedadka,dz ALG,DF,Auxerre,27,1995,17.8,0,9,0,0,0.51,0,0,,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
378,Akim Zedadka,dz ALG,"DF,MF",Lille,27,1995,3.9,1,3,1,33.3,0.76,0.25,0.33,1,15.3,0,0,0,0.4,0.4,0.13,0.6,0.6
379,Taïryk Arconte,fr FRA,FW,Brest,18,2003,1.4,0,2,1,50,1.41,0.7,0,0,12.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3
380,Lorenz Assignon,tg TOG,DF,Rennes,22,2000,2.9,0,3,1,33.3,1.03,0.34,0,0,14.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
381,Thierno Balde,fr FRA,"DF,MF",Troyes,20,2002,23.9,0,7,1,14.3,0.29,0.04,0,0,17.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
382,Jimmy Cabot,fr FRA,"DF,MF",Lens,28,1994,5.7,0,5,1,20,0.88,0.18,0,0,17,0,0,0,0.3,0.3,0.06,-0.3,-0.3
383,Siriki Dembélé,ci CIV,"MF,FW",Auxerre,25,1996,4.1,0,5,2,40,1.21,0.48,0,0,21.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
384,Ismael Diallo,ci CIV,DF,Ajaccio,25,1997,24.2,0,3,0,0,0.12,0,0,,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
385,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,19,2003,25.5,1,9,2,22.2,0.35,0.08,0.11,0.5,25.4,0,0,0,0.3,0.3,0.03,0.7,0.7
386,Noah Holm,no NOR,"FW,MF",Reims,21,2001,2.2,0,2,0,0,0.93,0,0,,36.7,0,0,0,0.3,0.3,0.16,-0.3,-0.3
387,Rareş Ilie,ro ROU,"MF,FW",Nice,19,2003,1.6,0,4,0,0,2.43,0,0,,16.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
388,Waren Kamanzi,no NOR,DF,Toulouse,21,2000,7.4,0,2,1,50,0.27,0.14,0,0,18.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3
389,Julien Laporte,fr FRA,DF,Lorient,28,1993,18.4,0,6,2,33.3,0.33,0.11,0,0,14.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3
390,Mario Lemina,ga GAB,"MF,DF",Nice,28,1993,9.3,0,6,3,50,0.64,0.32,0,0,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
391,Antoine Mendy,fr FRA,DF,Nice,18,2004,5.8,0,8,2,25,1.39,0.35,0,0,16.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
392,Zinédine Ould Khaled,fr FRA,"MF,FW",Angers,22,2000,0.6,0,1,1,100,1.76,1.76,0,0,2.8,0,0,0,0.3,0.3,0.3,-0.3,-0.3
393,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,24,1998,2.6,0,4,0,0,1.55,0,0,,22.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3
394,Ibrahim Salah,ma MAR,"FW,MF",Rennes,20,2001,2.5,0,6,2,33.3,2.38,0.79,0,0,20.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
395,Calvin Stengs,nl NED,FW,Nice,23,1998,2.4,0,3,1,33.3,1.27,0.42,0,0,20.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
396,Waniss Taibi,fr FRA,MF,Angers,20,2002,2.1,0,1,0,0,0.48,0,0,,6.5,0,0,0,0.3,0.3,0.31,-0.3,-0.3
397,Mohamed Youssouf,km COM,DF,Ajaccio,34,1988,27.3,0,5,1,20,0.18,0.04,0,0,18.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
398,Ruben Aguilar,fr FRA,DF,Monaco,29,1993,13,0,4,2,50,0.31,0.15,0,0,17.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
399,Loïc Bade,fr FRA,DF,Rennes,22,2000,1,0,2,0,0,2,0,0,,8.7,0,0,0,0.2,0.2,0.1,-0.2,-0.2
400,Eric Bailly,ci CIV,DF,Marseille,28,1994,6,0,3,0,0,0.5,0,0,,13,0,0,0,0.2,0.2,0.06,-0.2,-0.2
401,Ousmane Camara,fr FRA,DF,Angers,19,2003,5.8,0,1,1,100,0.17,0.17,0,0,6.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2
402,Axel Camblan,fr FRA,"FW,MF",Brest,18,2003,0.8,0,1,1,100,1.32,1.32,0,0,6.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2
403,Irvin Cardona,fr FRA,"FW,MF",Brest,24,1997,2.6,0,4,2,50,1.55,0.77,0,0,13.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
404,Igor Carioca,br BRA,DF,Lorient,25,1996,5.1,0,4,1,25,0.79,0.2,0,0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
405,Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,20,2002,3.1,0,6,2,33.3,1.94,0.65,0,0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
406,Sébastien Corchia,fr FRA,DF,Nantes,31,1990,8.7,0,5,2,40,0.57,0.23,0,0,27.4,1,0,0,0.2,0.2,0.03,-0.2,-0.2
407,Karamoko Dembele,sct SCO,"FW,MF",Brest,19,2003,2,0,4,2,50,2.01,1.01,0,0,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
408,Ibrahim Diakité,gn GUI,DF,Reims,18,2003,1.5,0,1,1,100,0.69,0.69,0,0,7.5,0,0,0,0.2,0.2,0.2,-0.2,-0.2
409,Moussa Diarra,ml MLI,DF,Toulouse,21,2000,13.6,0,1,0,0,0.07,0,0,,6.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2
410,Tristan Dingomé,cm CMR,MF,Troyes,31,1991,1.1,0,3,1,33.3,2.73,0.91,0,0,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
411,Fábio,br BRA,"DF,MF",Nantes,32,1990,2.5,0,3,2,66.7,1.21,0.8,0,0,13.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
412,Romain Faivre,fr FRA,MF,Lyon,24,1998,3.3,0,5,2,40,1.5,0.6,0,0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
413,Ismaël Gharbi,es ESP,"MF,FW",Paris S-G,18,2004,0.6,0,3,1,33.3,4.66,1.55,0,0,21.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2
414,Adrian Grbić,at AUT,"MF,FW",Lorient,25,1996,0.3,0,3,0,0,10.8,0,0,,28.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2
415,Jaouen Hadjam,dz ALG,DF,Nantes,19,2003,8.9,0,6,3,50,0.67,0.34,0,0,30.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
416,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,20,2001,1.1,0,3,0,0,2.67,0,0,,19.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
417,Check Keita,fr FRA,DF,Reims,19,2003,7.6,0,3,1,33.3,0.4,0.13,0,0,19.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2
418,Qazim Laçi,al ALB,MF,Ajaccio,26,1996,2.4,0,4,0,0,1.7,0,0,,30.4,1,0,0,0.2,0.2,0.04,-0.2,-0.2
419,Ruan Levine,br BRA,"MF,FW",Ajaccio,23,1999,0.3,0,2,1,50,7.5,3.75,0,0,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
420,Bradley Locko,fr FRA,DF,Reims,20,2002,11.8,0,5,0,0,0.42,0,0,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
421,Eliot Matazo,be BEL,MF,Monaco,20,2002,13.1,1,4,3,75,0.31,0.23,0.25,0.33,22.9,0,0,0,0.2,0.2,0.05,0.8,0.8
422,Florent Ogier,fr FRA,DF,Clermont Foot,33,1989,18.9,0,2,0,0,0.11,0,0,,18.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2
423,Timothee Pembele,fr FRA,DF,Paris S-G,19,2002,2.9,0,3,1,33.3,1.03,0.34,0,0,16.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
424,Ronaël Pierre-Gabriel,fr FRA,DF,Strasbourg,24,1998,7.3,0,3,2,66.7,0.41,0.28,0,0,14.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
425,Lilian Raolisoa,fr FRA,"DF,MF",Angers,22,2000,1.9,1,3,2,66.7,1.56,1.04,0.33,0.5,18.7,0,0,0,0.2,0.2,0.06,0.8,0.8
426,Yoann Touzghar,tn TUN,FW,Ajaccio,35,1986,5,0,3,0,0,0.6,0,0,,11.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
427,Yusuf Yazıcı,tr TUR,MF,Lille,25,1997,2.2,1,5,2,40,2.25,0.9,0.2,0.5,19,0,0,0,0.2,0.2,0.03,0.8,0.8
428,Mohamed Achi,fr FRA,FW,Nantes,20,2002,0.4,0,1,0,0,2.5,0,0,,26.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
429,Martin Adeline,fr FRA,"MF,FW",Reims,18,2003,1.2,0,1,0,0,0.84,0,0,,25.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
430,Ibrahim Amadou,fr FRA,"DF,MF",Angers,29,1993,4.7,0,2,0,0,0.42,0,0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
431,Stredair Appuah,fr FRA,"DF,MF",Nantes,18,2004,0.7,0,3,0,0,4.09,0,0,,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
432,Reda Belahyane,fr FRA,MF,Nice,18,2004,2,0,1,0,0,0.49,0,0,,21.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
433,Antonin Bobichon,fr FRA,MF,Angers,26,1995,0.2,0,1,1,100,5,5,0,0,31.2,1,0,0,0.1,0.1,0.06,-0.1,-0.1
434,Kenji-Van Boto,mg MAD,DF,Auxerre,26,1996,2,0,3,0,0,1.5,0,0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
435,Ismaëlben Boura,fr FRA,"DF,FW",Lens,21,2000,1,0,2,1,50,1.94,0.97,0,0,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
436,Maxime Busi,be BEL,DF,Reims,22,1999,11.6,0,3,0,0,0.26,0,0,,27.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
437,Ousmane Camara,gn GUI,"FW,MF",Auxerre,20,2001,0.3,0,1,0,0,3.75,0,0,,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
438,Florian Chabrolle,fr FRA,MF,Ajaccio,24,1998,3.7,0,2,1,50,0.55,0.27,0,0,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
439,Alexis Claude-Maurice,fr FRA,FW,Nice,24,1998,0.7,0,2,0,0,2.81,0,0,,24,0,0,0,0.1,0.1,0.04,-0.1,-0.1
440,Alexandre Coeff,fr FRA,DF,Auxerre,30,1992,6.5,0,1,0,0,0.15,0,0,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
441,Mathieu Coutadeur,fr FRA,MF,Ajaccio,36,1986,21.6,0,4,0,0,0.18,0,0,,29.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
442,Damien Da Silva,fr FRA,DF,Lyon,34,1988,3.8,0,2,0,0,0.53,0,0,,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
443,Sacha Delaye,fr FRA,"FW,MF",Montpellier,20,2002,0.2,1,2,1,50,9,4.5,0.5,1,20.4,0,0,0,0.1,0.1,0.03,0.9,0.9
444,Moussa Djitte,sn SEN,FW,Ajaccio,22,1999,1.5,0,2,0,0,1.32,0,0,,23.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
445,Kyliane Dong,fr FRA,"MF,FW",Troyes,17,2004,2.4,0,2,0,0,0.85,0,0,,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
446,Lohann Doucet,fr FRA,"MF,FW",Nantes,19,2002,1,0,1,1,100,0.99,0.99,0,0,16.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
447,Rémy Dugimont,fr FRA,"FW,MF",Auxerre,36,1986,1.3,0,4,1,25,3.19,0.8,0,0,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
448,Karol Fila,pl POL,DF,Strasbourg,24,1998,0.5,0,1,0,0,1.91,0,0,,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
449,Thomas Foket,be BEL,DF,Reims,27,1994,22,0,2,1,50,0.09,0.05,0,0,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
450,Faouzi Ghoulam,dz ALG,DF,Angers,31,1991,5.3,0,1,0,0,0.19,0,0,,24.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
451,Serhou Guirassy,gn GUI,MF,Rennes,26,1996,0.3,0,2,1,50,7.83,3.91,0,0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
452,Ben Hamed Touré,ci CIV,FW,Ajaccio,18,2003,2.3,0,2,0,0,0.86,0,0,,28.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
453,Christophe Hérelle,mq MTQ,DF,Brest,29,1992,11.8,0,3,0,0,0.25,0,0,,16.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
454,Bonke Innocent,ng NGA,MF,Lorient,26,1996,13.1,0,4,0,0,0.3,0,0,,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
455,Marin Jakoliš,hr CRO,FW,Angers,25,1996,0.3,0,2,1,50,6.43,3.21,0,0,12.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
456,Paul Joly,fr FRA,DF,Auxerre,22,2000,9.6,0,7,0,0,0.73,0,0,,23.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
457,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,28,1994,0.9,0,1,1,100,1.15,1.15,0,0,19.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1
458,Justin-Noël Kalumba,fr FRA,DF,Angers,17,2004,6.1,0,2,0,0,0.33,0,0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
459,Félix Lemaréchal,fr FRA,MF,Brest,18,2003,3.2,0,2,0,0,0.62,0,0,,22.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
460,Jean-Victor Makengo,fr FRA,MF,Lorient,24,1998,11.8,0,5,2,40,0.42,0.17,0,0,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
461,Jonas Martin,fr FRA,MF,Lille,32,1990,3.1,0,1,0,0,0.32,0,0,,7.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1
462,Chrislain Matsima,fr FRA,"DF,MF",Lorient,20,2002,2.5,0,1,0,0,0.4,0,0,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
463,Nathanael Mbuku,fr FRA,"FW,MF",Reims,20,2002,0.7,0,2,0,0,2.73,0,0,,21,0,0,0,0.1,0.1,0.04,-0.1,-0.1
464,Gideon Mensah,gh GHA,DF,Auxerre,24,1998,25.1,0,5,1,20,0.2,0.04,0,0,25.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1
465,Arkadiusz Milik,pl POL,FW,Marseille,28,1994,1.4,0,1,0,0,0.7,0,0,,7.8,0,0,0,0.1,0.1,0.14,-0.1,-0.1
466,Alidu Seidu,gh GHA,DF,Clermont Foot,22,2000,27.3,0,6,2,33.3,0.22,0.07,0,0,32.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
467,Naatan Skyttä,fi FIN,MF,Toulouse,20,2002,0.3,0,1,0,0,3.91,0,0,,15.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
468,Eduard Sobol,ua UKR,DF,Strasbourg,27,1995,9.7,0,5,0,0,0.52,0,0,,26.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
469,Arnaud Souquet,fr FRA,"DF,FW",Montpellier,30,1992,4,0,1,0,0,0.25,0,0,,20.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
470,Gabriel Suazo,cl CHI,DF,Toulouse,24,1997,14,0,2,0,0,0.14,0,0,,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
471,Yuito Suzuki,jp JPN,"FW,MF",Strasbourg,20,2001,0.4,1,2,1,50,5,2.5,0.5,1,13,0,0,0,0.1,0.1,0.07,0.9,0.9
472,João Victor,br BRA,DF,Nantes,24,1998,9.4,0,2,0,0,0.21,0,0,,15.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
473,Mattia Viti,it ITA,DF,Nice,20,2002,7,1,2,1,50,0.28,0.14,0.5,1,7.8,0,0,0,0.1,0.1,0.05,0.9,0.9
474,Xeka,pt POR,MF,Rennes,27,1994,6.1,0,5,0,0,0.82,0,0,,22.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
475,Leny Yoro,fr FRA,DF,Lille,16,2005,8.5,0,2,0,0,0.23,0,0,,15.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
476,Amar Ahmed,se SWE,FW,Troyes,18,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
477,Doğan Alemdar,tr TUR,GK,Rennes,19,2002,4.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
478,Ayoub Amraoui,ma MAR,"DF,FW",Nice,18,2004,3.3,0,1,0,0,0.31,0,0,,20.4,0,0,0,0,0,0.01,0,0
479,Mohamed El Arouch,fr FRA,MF,Lyon,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
480,Valentin Atangana Edoa,fr FRA,MF,Reims,16,2005,1.9,0,1,0,0,0.52,0,0,,15.5,0,0,0,0,0,0.04,0,0
481,Dénys Bain,fr FRA,DF,Auxerre,29,1993,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
482,Brandon Baiye,be BEL,MF,Clermont Foot,21,2000,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
483,Cédric Bakambu,cd COD,MF,Marseille,31,1991,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
484,Abdoulaye Bamba,ci CIV,DF,Angers,32,1990,15.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
485,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,21,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
486,Jeanöel Belocian,fr FRA,DF,Rennes,17,2005,5.6,0,1,0,0,0.18,0,0,,19.3,0,0,0,0,0,0.03,0,0
487,Salim Ben Seghir,fr FRA,MF,Marseille,19,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
488,Patrick Berg,no NOR,"MF,FW",Lens,24,1997,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
489,Quentin Bernard,fr FRA,DF,Auxerre,33,1989,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
490,Paul Bernardoni,fr FRA,GK,Angers,25,1997,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
491,Jason Berthomier,fr FRA,MF,Clermont Foot,32,1990,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
492,El Bilal Touré,ml MLI,FW,Reims,20,2001,1,0,1,1,100,0.99,0.99,0,0,26.1,0,0,0,0,0,0.03,0,0
493,Jean-Claude Billong,cm CMR,MF,Clermont Foot,28,1993,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
494,Marco Bizot,nl NED,GK,Brest,31,1991,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
495,Rubén Blanco,es ESP,GK,Marseille,27,1995,5.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
496,Joaquín Blázquez,ar ARG,GK,Brest,21,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
497,Jérôme Boateng,de GER,DF,Lyon,33,1988,4.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
498,Franci Bouebari,fr FRA,DF,Strasbourg,18,2003,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
499,Joe Bryan,eng ENG,"MF,DF",Nice,28,1993,2,0,1,0,0,0.51,0,0,,18.9,0,0,0,0,0,0.03,0,0
500,Adam Buksa,pl POL,"FW,MF",Lens,26,1996,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
501,Marcin Bułka,pl POL,GK,Nice,22,1999,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
