Standard,,,,,,,,,,,,Expected,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,"xG
▼",npxG,npxG/Sh,G-xG,np:G-xG
502,Duje Ćaleta-Car,hr CRO,DF,Marseille,25,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
503,Matis Carvalho,pt POR,GK,Montpellier,23,1999,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
504,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,17,2005,6.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
505,Ivane Chegra,fr FRA,"MF,FW",Ajaccio,18,2004,2.1,0,1,0,0,0.47,0,0,,20.4,0,0,0,0,0,0.03,0,0
506,Ilyes Cheti,dz ALG,DF,Angers,27,1995,2.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
507,Lucas Chevalier,fr FRA,GK,Lille,20,2001,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
508,Souleymane Cissé,fr FRA,DF,Clermont Foot,19,2002,0.4,0,1,0,0,2.5,0,0,,13.9,0,0,0,0,0,0.04,0,0
509,Benoît Costil,fr FRA,GK,Auxerre,35,1987,19,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
510,Andréa Dacourt,fr FRA,MF,Nice,17,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
511,Flavius Daniliuc,at AUT,DF,Nice,21,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
512,Kévin Danois,fr FRA,MF,Auxerre,18,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
513,Thibault De Smet,be BEL,DF,Reims,24,1998,19.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
514,Rémy Descamps,fr FRA,GK,Nantes,26,1996,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
515,Mamadou Diakhon,fr FRA,FW,Reims,16,2005,0.2,0,1,0,0,4.29,0,0,,18.9,0,0,0,0,0,0.03,0,0
516,Baila Diallo,fr FRA,"DF,MF",Clermont Foot,21,2001,1,0,1,0,0,1.01,0,0,,31.4,0,0,0,0,0,0.02,0,0
517,Mory Diaw,sn SEN,GK,Clermont Foot,29,1993,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
518,Yehvann Diouf,fr FRA,GK,Reims,22,1999,31,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
519,Ouparine Djoco,gw GNB,GK,Clermont Foot,24,1998,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
520,Alan Do Marcolino,ga GAB,FW,Rennes,20,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
521,Jordan Dongmo,cm CMR,MF,Troyes,21,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
522,Gianluigi Donnarumma,it ITA,GK,Paris S-G,23,1999,37.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
523,Guela Doué,fr FRA,"FW,MF",Rennes,19,2002,0.1,0,1,0,0,7.5,0,0,,31.4,0,0,0,0,0,0.03,0,0
524,Maxime Dupé,fr FRA,GK,Toulouse,29,1993,38,0,1,0,0,0.03,0,0,,13.4,0,0,0,0,0,0.04,0,0
525,Wout Faes,be BEL,DF,Reims,24,1998,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
526,Fallou Fall,sn SEN,DF,Reims,18,2004,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
527,Cheikh Faye,sn SEN,FW,Montpellier,23,1999,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
528,Yahia Fofana,ci CIV,GK,Angers,21,2000,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
529,Steven Fortes,cv CPV,DF,Lens,30,1992,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
530,Gauthier Gallon,fr FRA,GK,Troyes,29,1993,29.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
531,Ignatius Ganago,cm CMR,FW,Lens,23,1999,0.7,0,1,0,0,1.53,0,0,,23.1,0,0,0,0,0,0.05,0,0
532,Axel Gueguin,fr FRA,"FW,MF",Montpellier,17,2005,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
533,Rafik Guitane,fr FRA,FW,Reims,23,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
534,Mathis Hamdi,fr FRA,DF,Troyes,18,2003,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
535,Saïd Hamulic,ba BIH,FW,Toulouse,21,2000,1.2,0,1,0,0,0.87,0,0,,23.7,0,0,0,0,0,0.04,0,0
536,Henrique,br BRA,"DF,FW",Lyon,28,1994,4,0,1,0,0,0.25,0,0,,27.6,0,0,0,0,0,0.03,0,0
537,Ilyes Housni,fr FRA,FW,Paris S-G,17,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
538,Léo Jardim,br BRA,GK,Lille,27,1995,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
539,Dany Jean,ht HAI,"DF,MF",Strasbourg,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
540,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,16,2006,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
541,Gaël Kakuta,cd COD,FW,Lens,31,1991,0.2,0,1,0,0,4.09,0,0,,29.8,0,0,0,0,0,0.05,0,0
542,Bingourou Kamara,sn SEN,GK,Montpellier,25,1996,4.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
543,Kévin Keben Biakolo,cm CMR,DF,Toulouse,18,2004,4,0,1,0,0,0.25,0,0,,18.2,0,0,0,0,0,0.04,0,0
544,Anthony Khelifa,fr FRA,DF,Ajaccio,16,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
545,Samuel Koeberlé,fr FRA,MF,Reims,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
546,Rudy Kohon,fr FRA,DF,Troyes,18,2004,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
547,Youssouf Koné,ml MLI,DF,Ajaccio,27,1995,10.2,0,1,1,100,0.1,0.1,0,0,27.6,0,0,0,0,0,0.04,0,0
548,Alban Lafont,fr FRA,GK,Nantes,23,1999,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
549,Paolo Lebas,pt POR,MF,Ajaccio,19,2003,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
550,Jean-Louis Leca,fr FRA,GK,Lens,36,1985,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
551,Benjamin Lecomte,fr FRA,GK,Montpellier,31,1991,19,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
552,Donovan Léon,gf GUF,GK,Auxerre,29,1992,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
553,Benjamin Leroy,fr FRA,GK,Ajaccio,33,1989,31.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
554,Alexandre Letellier,fr FRA,GK,Paris S-G,31,1990,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
555,Mateusz Lis,pl POL,GK,Troyes,25,1997,8.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
556,Bradley Locko,fr FRA,DF,Brest,20,2002,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
557,Anthony Lopes,pt POR,GK,Lyon,31,1990,31.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
558,Pau López,es ESP,GK,Marseille,27,1994,32.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
559,Soungoutou Magassa,fr FRA,MF,Monaco,18,2003,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
560,Hianga Mananga Mbock,fr FRA,MF,Brest,22,1999,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
561,Steve Mandanda,fr FRA,GK,Rennes,37,1985,33.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
562,Vito Mannone,it ITA,GK,Lorient,34,1988,17.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
563,Yanis Massolin,fr FRA,MF,Clermont Foot,19,2002,0.7,0,1,0,0,1.5,0,0,,21.4,0,0,0,0,0,0.05,0,0
564,Christian Mawissa,fr FRA,DF,Toulouse,17,2005,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
565,Derek Mazou-Sacko,fr FRA,MF,Troyes,17,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
566,Jason Mbock,fr FRA,"MF,FW",Angers,22,1999,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
567,Birger Meling,no NOR,DF,Rennes,27,1994,13.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
568,Pedro Mendes,pt POR,DF,Montpellier,31,1990,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
569,Arial Mendy,sn SEN,DF,Clermont Foot,27,1994,2.5,0,2,0,0,0.81,0,0,,20.6,0,0,0,0,0,0.02,0,0
570,Amine Messoussa,fr FRA,FW,Lille,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
571,Marlos Moreno,co COL,"MF,DF",Troyes,25,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
572,François Mughe,cm CMR,MF,Marseille,18,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
573,Yvon Mvogo,ch SUI,GK,Lorient,28,1994,20.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
574,Nathan N'Goumou,fr FRA,FW,Toulouse,22,2000,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
575,Alexander Nübel,de GER,GK,Monaco,25,1996,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
576,Jonas Omlin,ch SUI,GK,Montpellier,28,1994,13,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
577,Leandro Paredes,ar ARG,MF,Paris S-G,28,1994,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
578,Théo Pellenard,fr FRA,DF,Auxerre,28,1994,1.1,0,1,0,0,0.91,0,0,,11.5,0,0,0,0,0,0.03,0,0
579,Patrick Pentz,at AUT,GK,Reims,25,1997,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
580,Brayann Pereira,fr FRA,DF,Auxerre,19,2003,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
581,Mehdi Puch Herrantz,fr FRA,MF,Ajaccio,18,2004,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
582,Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,19,2002,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
583,Ionuț Radu,ro ROU,GK,Auxerre,25,1997,17,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
584,Simon Ramet,fr FRA,DF,Lille,19,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
585,Rémy Riou,fr FRA,GK,Lyon,34,1987,6.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
586,Kays Ruiz,ma MAR,MF,Auxerre,19,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
587,Brice Samba,fr FRA,GK,Lens,28,1994,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
588,Malang Sarr,fr FRA,DF,Monaco,23,1999,8,0,1,0,0,0.13,0,0,,12.5,0,0,0,0,0,0.02,0,0
589,Mamadou Sarr,fr FRA,MF,Lyon,16,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
590,Kasper Schmeichel,dk DEN,GK,Nice,35,1986,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
591,Matz Sels,be BEL,GK,Strasbourg,30,1992,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
592,Marvin Senaya,tg TOG,DF,Strasbourg,21,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
593,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,28,1994,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
594,Tony Strata,fr FRA,"MF,DF",Ajaccio,17,2004,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
595,Thibault Tamas,fr FRA,DF,Montpellier,21,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
596,Alexis Tibidi,fr FRA,"FW,MF",Troyes,18,2003,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
597,Mohamed Toure,au AUS,"FW,MF",Reims,18,2004,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
598,Souleymane Touré,fr FRA,DF,Marseille,19,2003,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
599,Charles Traore,ml MLI,DF,Nantes,30,1992,5.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
600,Théo Trinker,fr FRA,MF,Nice,21,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
601,Theocharis Tsingaras,gr GRE,MF,Toulouse,21,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
602,Jere Uronen,fi FIN,DF,Brest,28,1994,3.3,0,1,0,0,0.3,0,0,,29.8,0,0,0,0,0,0.03,0,0
603,Christopher Wooh,cm CMR,MF,Lens,20,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
604,Oliver Zandén,se SWE,"DF,MF",Toulouse,20,2001,1.6,0,2,1,50,1.23,0.62,0,0,17.6,0,0,0,0,0,0.01,0,0
605,Nathan Zeze,fr FRA,DF,Nantes,17,2005,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
606,Tanguy Zoukrou,fr FRA,DF,Troyes,19,2003,5.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
