,year,country,continent,population,fertility,life expectancy
9894,1999,Cyprus,Europe,925491.0,1.78,77.5
9895,1999,Czech Republic,Europe,10280525.0,1.14,74.7
9896,1999,Denmark,Europe,5319410.0,1.74,76.3
9897,1999,Djibouti,Africa,710652.0,4.61,59.9
9898,1999,Dominican Republic,North America,8429116.0,2.93,73.2
9899,1999,Ecuador,South America,12398691.0,3.11,73.1
9900,1999,Egypt,Africa,67112877.0,3.37,69.0
9901,1999,El Salvador,North America,5775660.0,3.07,71.6
9902,1999,Equatorial Guinea,Africa,513347.0,5.81,52.0
9903,1999,Eritrea,Africa,3429656.0,6.02,52.2
9904,1999,Estonia,Europe,1403821.0,1.31,70.2
9905,1999,Ethiopia,Africa,64550161.0,6.66,50.6
9906,1999,Fiji,Australia and Oceania,806494.0,3.13,64.1
9907,1999,Finland,Europe,5164780.0,1.73,77.5
9908,1999,France,Europe,59107738.0,1.8,78.8
9911,1999,Gabon,Africa,1202412.0,4.66,59.7
9912,1999,Gambia,Africa,1192920.0,5.94,63.4
9913,1999,Georgia,Europe,4801695.0,1.64,71.4
9914,1999,Germany,Europe,81965830.0,1.35,77.8
9915,1999,Ghana,Africa,18384426.0,4.73,60.1
9916,1999,Greece,Europe,10910741.0,1.27,78.3
9918,1999,Grenada,North America,101441.0,2.67,70.6
9921,1999,Guatemala,North America,11408815.0,4.88,68.8
9922,1999,Guinea,Africa,8647336.0,6.01,54.0
9923,1999,Guinea-Bissau,Africa,1287727.0,5.93,52.5
9924,1999,Guyana,South America,740189.0,2.56,64.3
9925,1999,Haiti,North America,8404396.0,4.43,58.0
9926,1999,Honduras,North America,6114534.0,4.12,70.3
9928,1999,Hungary,Europe,10253110.0,1.33,71.3
9929,1999,Iceland,Europe,278376.0,2.02,80.2
9930,1999,India,Asia,1034976626.0,3.21,61.2
9931,1999,Indonesia,Asia,208644079.0,2.5,67.2
9932,1999,Iran,Asia,64780362.0,2.34,71.3
9933,1999,Iraq,Asia,22888600.0,5.05,65.9
9934,1999,Ireland,Europe,3788816.0,1.94,77.7
9935,1999,Israel,Asia,5891263.0,2.92,78.5
9936,1999,Italy,Europe,57035249.0,1.21,79.3
9937,1999,Jamaica,North America,2579973.0,2.63,74.6
9938,1999,Japan,Asia,125481050.0,1.34,80.6
9939,1999,Jordan,Asia,4691402.0,4.16,73.2
9940,1999,Kazakhstan,Asia,15059994.0,1.94,65.0
9941,1999,Kenya,Africa,30301240.0,5.03,55.8
9942,1999,Kiribati,Australia and Oceania,82969.0,4.01,59.6
9943,1999,North Korea,Asia,22641747.0,2.0,59.0
9944,1999,South Korea,Asia,45908307.0,1.41,75.8
9945,1999,Kuwait,Asia,1853152.0,2.9,77.3
9948,1999,Latvia,Europe,2394521.0,1.17,70.0
9949,1999,Lebanon,Asia,3156661.0,2.31,75.6
9950,1999,Lesotho,Africa,1839631.0,4.2,52.9
9951,1999,Liberia,Africa,2741755.0,5.95,55.2
9952,1999,Libya,Africa,5245414.0,3.14,74.9
9953,1999,Lithuania,Europe,3515218.0,1.38,71.8
9954,1999,Luxembourg,Europe,431264.0,1.71,78.1
9957,1999,Madagascar,Africa,15262817.0,5.65,58.8
9958,1999,Malawi,Africa,10882543.0,6.32,45.1
9959,1999,Malaysia,Asia,22898579.0,2.96,73.1
9960,1999,Maldives,Asia,275385.0,3.51,72.3
9961,1999,Mali,Africa,10736542.0,6.85,53.5
9962,1999,Malta,Europe,384663.0,1.67,79.0
9964,1999,Mauritania,Africa,2629806.0,5.44,63.2
9965,1999,Mauritius,Africa,1175577.0,2.02,71.2
9967,1999,Mexico,North America,101266570.0,2.71,74.1
9969,1999,Moldova,Europe,4224270.0,1.61,68.4
9970,1999,Mongolia,Asia,2376165.0,2.22,62.3
9971,1999,Montenegro,Europe,614623.0,1.82,73.0
9972,1999,Morocco,Africa,28630973.0,2.8,71.1
9973,1999,Mozambique,Africa,17774066.0,5.81,52.6
9975,1999,Namibia,Africa,1857320.0,4.13,55.4
9976,1999,Nepal,Asia,23315053.0,4.21,64.6
9977,1999,Netherlands,Europe,15806771.0,1.65,78.0
9980,1999,New Zealand,Australia and Oceania,3817489.0,2.0,78.2
9981,1999,Nicaragua,North America,4949661.0,3.38,75.6
9982,1999,Niger,Africa,10821434.0,7.74,51.8
9983,1999,Nigeria,Africa,119826231.0,6.13,55.2
9984,1999,Norway,Europe,4466468.0,1.85,78.5
9985,1999,Oman,Asia,2225481.0,3.99,75.1
9986,1999,Pakistan,Asia,135158132.0,4.67,62.1
9987,1999,Panama,North America,2970193.0,2.84,76.2
9988,1999,Papua New Guinea,Australia and Oceania,5236863.0,4.56,57.4
9989,1999,Paraguay,South America,5196935.0,3.76,74.3
9990,1999,Peru,South America,25561297.0,2.99,73.9
9991,1999,Philippines,Asia,76285225.0,3.85,69.2
9992,1999,Poland,Europe,38515359.0,1.39,73.1
9993,1999,Portugal,Europe,10237593.0,1.47,76.4
9995,1999,Qatar,Asia,570643.0,3.33,74.6
9997,1999,Romania,Europe,22288573.0,1.28,70.6
9999,1999,Rwanda,Africa,7585143.0,6.0,47.2
10002,1999,Samoa,Australia and Oceania,173758.0,4.54,70.7
10003,1999,Sao Tome and Principe,Africa,134602.0,4.73,64.4
10004,1999,Saudi Arabia,Asia,20825955.0,4.19,76.6
10005,1999,Senegal,Africa,9617641.0,5.65,59.2
10006,1999,Serbia,Europe,9559819.0,1.68,71.0
10007,1999,Seychelles,Africa,80066.0,2.16,70.7
10008,1999,Sierra Leone,Africa,3948800.0,5.99,49.2
10009,1999,Singapore,Asia,3822619.0,1.47,78.0
10011,1999,Slovenia,Europe,1988527.0,1.22,75.7
10012,1999,Solomon Islands,Australia and Oceania,401319.0,4.79,61.7
10013,1999,Somalia,Africa,7148406.0,7.65,50.4
10014,1999,South Africa,Africa,44233730.0,2.9,57.9
10015,1999,Spain,Europe,40392585.0,1.21,78.8
10016,1999,Sri Lanka,Asia,18670843.0,2.24,72.4
10017,1999,Sudan,Africa,27406808.0,5.52,62.0
10018,1999,Suriname,South America,475637.0,2.76,69.9
10019,1999,Swaziland,Africa,1048151.0,4.31,51.4
10020,1999,Sweden,Europe,8863595.0,1.51,79.5
10021,1999,Switzerland,Europe,7136813.0,1.45,79.8
10022,1999,Syria,Asia,15972430.0,4.07,74.1
10024,1999,Tajikistan,Asia,6094126.0,4.08,65.5
10025,1999,Tanzania,Africa,33135281.0,5.71,53.8
10026,1999,Thailand,Asia,61973957.0,1.71,70.5
10028,1999,Togo,Africa,4747665.0,5.36,56.8
10029,1999,Tonga,Australia and Oceania,97398.0,4.27,69.6
10030,1999,Trinidad and Tobago,North America,1264781.0,1.77,69.3
10031,1999,Tunisia,Africa,9603733.0,2.18,74.7
10032,1999,Turkey,Asia,62295617.0,2.51,71.5
10033,1999,Turkmenistan,Asia,4449427.0,2.91,63.5
10034,1999,Uganda,Africa,23026357.0,6.9,48.9
10035,1999,Ukraine,Europe,49196895.0,1.16,67.7
10036,1999,United Arab Emirates,Asia,2884188.0,2.77,73.0
10037,1999,United Kingdom,Europe,58657794.0,1.69,77.5
10038,1999,United States,North America,279730801.0,2.01,76.9
10039,1999,Uruguay,South America,3309318.0,2.27,74.3
10040,1999,Uzbekistan,Asia,24194543.0,2.86,67.4
10041,1999,Vanuatu,Australia and Oceania,181346.0,4.46,62.0
10042,1999,Venezuela,South America,24023355.0,2.87,70.2
10045,1999,Vietnam,Asia,79399708.0,2.06,71.7
10047,1999,Yemen,Asia,17304422.0,6.57,62.0
10048,1999,Zambia,Africa,10309310.0,6.1,45.0
10049,1999,Zimbabwe,Africa,12374019.0,4.11,49.3
10050,2000,Afghanistan,Asia,19701940.0,7.73,50.1
10051,2000,Albania,Europe,3121965.0,2.38,74.7
10052,2000,Algeria,Africa,31183658.0,2.51,73.3
10053,2000,Angola,Africa,15058638.0,6.84,52.3
10054,2000,Antigua and Barbuda,North America,77648.0,2.32,73.8
10055,2000,Argentina,South America,37057453.0,2.48,74.2
10056,2000,Armenia,Europe,3076098.0,1.3,71.3
10058,2000,Australia,Australia and Oceania,19107251.0,1.76,79.8
10059,2000,Austria,Europe,8050884.0,1.37,78.2
10060,2000,Azerbaijan,Europe,8117742.0,2.05,66.5
10061,2000,Bahamas,North America,297891.0,2.07,70.2
10062,2000,Bahrain,Asia,666855.0,2.77,73.7
10063,2000,Bangladesh,Asia,131280739.0,3.12,64.9
10064,2000,Barbados,North America,269838.0,1.77,74.0
10065,2000,Belarus,Europe,9952055.0,1.23,68.1
10066,2000,Belgium,Europe,10268380.0,1.63,77.8
10067,2000,Belize,North America,247312.0,3.59,69.0
10068,2000,Benin,Africa,6949366.0,5.98,57.2
10069,2000,Bhutan,Asia,564187.0,3.61,65.9
10070,2000,Bolivia,South America,8339512.0,4.14,67.6
10071,2000,Bosnia and Herzegovina,Europe,3792878.0,1.38,75.7
10072,2000,Botswana,Africa,1736579.0,3.41,47.6
10073,2000,Brazil,South America,175786441.0,2.36,70.7
10074,2000,Brunei,Asia,330554.0,2.4,75.9
10075,2000,Bulgaria,Europe,8000510.0,1.18,71.6
10077,2000,Burundi,Africa,6767073.0,7.06,46.7
10078,2000,Cambodia,Asia,12197905.0,3.75,60.0
10079,2000,Cameroon,Africa,15927713.0,5.62,54.3
10080,2000,Canada,North America,30701903.0,1.51,79.2
10081,2000,Cape Verde,Africa,438737.0,3.7,68.4
10082,2000,Central African Republic,Africa,3726048.0,5.45,45.3
10083,2000,Chad,Africa,8343321.0,7.35,51.5
10085,2000,Chile,South America,15170387.0,2.09,77.3
10086,2000,China,Asia,1269974572.0,1.45,69.8
10087,2000,Colombia,South America,40403959.0,2.64,73.3
10088,2000,Comoros,Africa,547696.0,5.32,62.1
10091,2000,Costa Rica,North America,3925450.0,2.41,77.7
10093,2000,Croatia,Europe,4428069.0,1.44,74.2
10094,2000,Cuba,North America,11116787.0,1.63,76.2
10095,2000,Cyprus,Europe,943287.0,1.71,77.7
10096,2000,Czech Republic,Europe,10263010.0,1.13,75.0
10097,2000,Denmark,Europe,5338283.0,1.77,77.1
10098,2000,Djibouti,Africa,722562.0,4.47,60.0
10099,2000,Dominican Republic,North America,8562623.0,2.89,73.3
10100,2000,Ecuador,South America,12628596.0,3.07,73.2
10101,2000,Egypt,Africa,68334905.0,3.31,69.7
10102,2000,El Salvador,North America,5811836.0,2.93,71.9
10103,2000,Equatorial Guinea,Africa,530896.0,5.77,52.9
10104,2000,Eritrea,Africa,3535156.0,5.94,37.6
10105,2000,Estonia,Europe,1399145.0,1.32,70.4
10106,2000,Ethiopia,Africa,66443603.0,6.53,52.1
10107,2000,Fiji,Australia and Oceania,811223.0,3.09,64.2
10108,2000,Finland,Europe,5176482.0,1.73,77.8
10109,2000,France,Europe,59387183.0,1.82,79.1
10112,2000,Gabon,Africa,1231548.0,4.6,59.3
10113,2000,Gambia,Africa,1228863.0,5.92,63.6
10114,2000,Georgia,Europe,4743591.0,1.61,71.4
10115,2000,Germany,Europe,81895925.0,1.35,78.1
10116,2000,Ghana,Africa,18824994.0,4.67,60.0
10117,2000,Greece,Europe,10954032.0,1.27,78.6
10119,2000,Grenada,North America,101620.0,2.58,70.5
10122,2000,Guatemala,North America,11688660.0,4.8,68.8
10123,2000,Guinea,Africa,8799165.0,5.94,54.2
10124,2000,Guinea-Bissau,Africa,1315455.0,5.85,52.8
10125,2000,Guyana,South America,742218.0,2.59,64.2
10126,2000,Haiti,North America,8549202.0,4.3,58.7
10127,2000,Honduras,North America,6243080.0,4.0,70.5
10129,2000,Hungary,Europe,10224113.0,1.31,71.8
10130,2000,Iceland,Europe,281214.0,2.01,80.5
10131,2000,India,Asia,1053481072.0,3.15,61.5
10132,2000,Indonesia,Asia,211540428.0,2.48,67.5
10133,2000,Iran,Asia,65850062.0,2.19,71.4
10134,2000,Iraq,Asia,23574751.0,4.97,65.8
10135,2000,Ireland,Europe,3841574.0,1.95,77.8
10136,2000,Israel,Asia,6013711.0,2.92,78.6
10137,2000,Italy,Europe,57147081.0,1.22,79.6
10138,2000,Jamaica,North America,2600095.0,2.6,74.4
10139,2000,Japan,Asia,125714674.0,1.32,81.0
10140,2000,Jordan,Asia,4767476.0,4.05,73.4
10141,2000,Kazakhstan,Asia,14956769.0,1.92,64.9
10142,2000,Kenya,Africa,31065820.0,5.01,55.6
10143,2000,Kiribati,Australia and Oceania,84406.0,3.88,59.8
10144,2000,North Korea,Asia,22840218.0,1.99,59.1
10145,2000,South Korea,Asia,46206271.0,1.35,76.3
10146,2000,Kuwait,Asia,1929470.0,2.87,77.7
10149,2000,Latvia,Europe,2371481.0,1.18,70.5
10150,2000,Lebanon,Asia,3235380.0,2.23,75.9
10151,2000,Lesotho,Africa,1856225.0,4.09,50.7
10152,2000,Liberia,Africa,2891968.0,5.88,55.8
10153,2000,Libya,Africa,5337264.0,3.05,74.8
10154,2000,Lithuania,Europe,3486373.0,1.34,72.1
10155,2000,Luxembourg,Europe,436107.0,1.7,78.5
10158,2000,Madagascar,Africa,15744811.0,5.55,59.1
10159,2000,Malawi,Africa,11193230.0,6.25,45.4
10160,2000,Malaysia,Asia,23420751.0,2.83,73.3
10161,2000,Maldives,Asia,280384.0,3.27,73.0
10162,2000,Mali,Africa,11046926.0,6.84,53.5
10163,2000,Malta,Europe,387180.0,1.59,79.2
10165,2000,Mauritania,Africa,2711421.0,5.38,63.8
10166,2000,Mauritius,Africa,1185143.0,1.99,71.4
10168,2000,Mexico,North America,102808590.0,2.66,74.6
10170,2000,Moldova,Europe,4201088.0,1.57,68.6
10171,2000,Mongolia,Asia,2397438.0,2.14,62.5
10172,2000,Montenegro,Europe,613557.0,1.82,73.3
10173,2000,Morocco,Africa,28950553.0,2.7,71.5
10174,2000,Mozambique,Africa,18264536.0,5.78,52.3
10176,2000,Namibia,Africa,1897953.0,4.03,54.0
10177,2000,Nepal,Asia,23740145.0,4.07,65.2
10178,2000,Netherlands,Europe,15894016.0,1.72,78.1
10181,2000,New Zealand,Australia and Oceania,3858234.0,1.98,78.4
10182,2000,Nicaragua,North America,5026792.0,3.25,76.0
10183,2000,Niger,Africa,11224523.0,7.73,52.4
10184,2000,Nigeria,Africa,122876723.0,6.1,55.2
10185,2000,Norway,Europe,4491572.0,1.85,78.6
10186,2000,Oman,Asia,2239403.0,3.72,75.2
10187,2000,Pakistan,Asia,138250487.0,4.47,62.3
10188,2000,Panama,North America,3028751.0,2.82,76.5
10189,2000,Papua New Guinea,Australia and Oceania,5374051.0,4.51,57.5
10190,2000,Paraguay,South America,5302703.0,3.68,74.2
10191,2000,Peru,South America,25914875.0,2.93,74.6
10192,2000,Philippines,Asia,77932247.0,3.81,69.1
10193,2000,Poland,Europe,38486305.0,1.34,73.8
10194,2000,Portugal,Europe,10278542.0,1.47,76.8
10196,2000,Qatar,Asia,593453.0,3.24,74.7
10198,2000,Romania,Europe,22128139.0,1.27,71.1
10200,2000,Rwanda,Africa,8021875.0,5.9,49.2
10203,2000,Samoa,Australia and Oceania,174614.0,4.5,70.8
10204,2000,Sao Tome and Principe,Africa,137164.0,4.69,64.6
10205,2000,Saudi Arabia,Asia,21392273.0,3.99,76.8
10206,2000,Senegal,Africa,9860578.0,5.56,59.7
10207,2000,Serbia,Europe,9463306.0,1.64,72.1
10208,2000,Seychelles,Africa,81154.0,2.15,70.9
10209,2000,Sierra Leone,Africa,4060709.0,5.92,51.5
10210,2000,Singapore,Asia,3918183.0,1.6,78.3
10212,2000,Slovenia,Europe,1988652.0,1.21,76.1
10213,2000,Solomon Islands,Australia and Oceania,412336.0,4.72,61.7
10214,2000,Somalia,Africa,7385416.0,7.61,50.7
10215,2000,South Africa,Africa,44896856.0,2.87,56.4
10216,2000,Spain,Europe,40749800.0,1.22,79.2
10217,2000,Sri Lanka,Asia,18783745.0,2.24,72.4
10218,2000,Sudan,Africa,28079664.0,5.44,62.4
10219,2000,Suriname,South America,480751.0,2.74,69.7
10220,2000,Swaziland,Africa,1063715.0,4.21,48.8
10221,2000,Sweden,Europe,8872284.0,1.56,79.7
10222,2000,Switzerland,Europe,7165581.0,1.44,79.8
10223,2000,Syria,Asia,16354050.0,3.96,74.4
10225,2000,Tajikistan,Asia,6186152.0,3.95,65.8
10226,2000,Tanzania,Africa,33991590.0,5.69,54.3
10227,2000,Thailand,Asia,62693322.0,1.68,70.7
10229,2000,Togo,Africa,4874735.0,5.29,56.7
10230,2000,Tonga,Australia and Oceania,97898.0,4.25,69.6
10231,2000,Trinidad and Tobago,North America,1267980.0,1.75,69.5
10232,2000,Tunisia,Africa,9699192.0,2.11,75.0
10233,2000,Turkey,Asia,63240157.0,2.45,73.8
10234,2000,Turkmenistan,Asia,4501419.0,2.84,63.7
10235,2000,Uganda,Africa,23757636.0,6.87,49.1
10236,2000,Ukraine,Europe,48746269.0,1.14,67.3
10237,2000,United Arab Emirates,Asia,3050128.0,2.64,73.3
10238,2000,United Kingdom,Europe,58867004.0,1.68,77.8
10239,2000,United States,North America,282895741.0,2.05,76.9
10240,2000,Uruguay,South America,3321242.0,2.24,74.6
10241,2000,Uzbekistan,Asia,24518222.0,2.74,67.6
10242,2000,Vanuatu,Australia and Oceania,185058.0,4.37,62.5
10243,2000,Venezuela,South America,24481477.0,2.82,73.8
10246,2000,Vietnam,Asia,80285563.0,1.98,72.0
10248,2000,Yemen,Asia,17795219.0,6.36,62.4
10249,2000,Zambia,Africa,10585220.0,6.07,44.8
10250,2000,Zimbabwe,Africa,12499981.0,4.07,47.9
10251,2001,Afghanistan,Asia,20531160.0,7.62,50.4
10252,2001,Albania,Europe,3124093.0,2.29,75.1
10253,2001,Algeria,Africa,31590320.0,2.44,73.5
10254,2001,Angola,Africa,15562791.0,6.81,52.5
10255,2001,Antigua and Barbuda,North America,78972.0,2.31,74.1
10256,2001,Argentina,South America,37471535.0,2.42,74.3
10257,2001,Armenia,Europe,3060036.0,1.2,71.4
10259,2001,Australia,Australia and Oceania,19308681.0,1.73,80.1
10260,2001,Austria,Europe,8078877.0,1.33,78.6
10261,2001,Azerbaijan,Europe,8195648.0,2.01,67.2
10262,2001,Bahamas,North America,303138.0,1.99,70.3
10263,2001,Bahrain,Asia,694893.0,2.72,74.3
10264,2001,Bangladesh,Asia,133776064.0,3.01,65.4
10265,2001,Barbados,North America,270686.0,1.78,74.4
10266,2001,Belarus,Europe,9891535.0,1.22,68.0
10267,2001,Belgium,Europe,10311331.0,1.65,78.0
10268,2001,Belize,North America,254989.0,3.49,68.8
10269,2001,Benin,Africa,7174911.0,5.9,57.4
10270,2001,Bhutan,Asia,580784.0,3.42,67.5
10271,2001,Bolivia,South America,8496378.0,4.06,68.3
10272,2001,Bosnia and Herzegovina,Europe,3799747.0,1.33,76.2
10273,2001,Botswana,Africa,1762531.0,3.32,46.5
10274,2001,Brazil,South America,178419396.0,2.32,71.1
10275,2001,Brunei,Asia,337074.0,2.34,76.1
10276,2001,Bulgaria,Europe,7934389.0,1.2,71.8
10278,2001,Burundi,Africa,6946720.0,7.0,48.4
10279,2001,Cambodia,Asia,12448881.0,3.62,60.8
10280,2001,Cameroon,Africa,16349364.0,5.57,54.2
10281,2001,Canada,North America,30991344.0,1.54,79.5
10282,2001,Cape Verde,Africa,447357.0,3.53,68.6
10283,2001,Central African Republic,Africa,3794677.0,5.39,45.2
10284,2001,Chad,Africa,8663599.0,7.32,51.7
10286,2001,Chile,South America,15358418.0,2.05,77.4
10287,2001,China,Asia,1277188787.0,1.46,70.0
10288,2001,Colombia,South America,40988909.0,2.6,73.5
10289,2001,Comoros,Africa,561525.0,5.31,63.0
10292,2001,Costa Rica,North America,3996800.0,2.35,78.0
10294,2001,Croatia,Europe,4408458.0,1.42,74.6
10295,2001,Cuba,North America,11151472.0,1.63,76.4
10296,2001,Cyprus,Europe,961482.0,1.66,78.5
10297,2001,Czech Republic,Europe,10244261.0,1.14,75.3
10298,2001,Denmark,Europe,5354704.0,1.75,77.2
10299,2001,Djibouti,Africa,734088.0,4.35,60.1
10300,2001,Dominican Republic,North America,8697127.0,2.86,73.4
10301,2001,Ecuador,South America,12852753.0,3.03,73.4
10302,2001,Egypt,Africa,69599945.0,3.24,69.7
10303,2001,El Salvador,North America,5844738.0,2.8,71.7
10304,2001,Equatorial Guinea,Africa,549007.0,5.73,54.0
10305,2001,Eritrea,Africa,3655006.0,5.86,59.9
10306,2001,Estonia,Europe,1391754.0,1.34,70.0
10307,2001,Ethiopia,Africa,68393128.0,6.38,52.7
10308,2001,Fiji,Australia and Oceania,814215.0,3.05,64.4
10309,2001,Finland,Europe,5188446.0,1.73,78.1
10310,2001,France,Europe,59711914.0,1.84,79.2
10313,2001,Gabon,Africa,1260435.0,4.54,59.0
10314,2001,Gambia,Africa,1267103.0,5.89,63.9
10315,2001,Georgia,Europe,4685769.0,1.59,71.7
10316,2001,Germany,Europe,81809438.0,1.35,78.4
10317,2001,Ghana,Africa,19293804.0,4.62,59.9
10318,2001,Greece,Europe,10987715.0,1.27,78.9
10320,2001,Grenada,North America,101849.0,2.51,70.3
10323,2001,Guatemala,North America,11976725.0,4.72,69.3
10324,2001,Guinea,Africa,8955756.0,5.87,54.4
10325,2001,Guinea-Bissau,Africa,1343646.0,5.77,52.7
10326,2001,Guyana,South America,743163.0,2.61,63.9
10327,2001,Haiti,North America,8692564.0,4.18,59.2
10328,2001,Honduras,North America,6371304.0,3.88,70.6
10330,2001,Hungary,Europe,10195978.0,1.29,72.3
10331,2001,Iceland,Europe,284037.0,2.0,80.8
10332,2001,India,Asia,1071888190.0,3.08,61.9
10333,2001,Indonesia,Asia,214448301.0,2.48,67.8
10334,2001,Iran,Asia,66812736.0,2.08,71.3
10335,2001,Iraq,Asia,24258794.0,4.88,66.4
10336,2001,Ireland,Europe,3901688.0,1.96,78.4
10337,2001,Israel,Asia,6129980.0,2.92,78.8
10338,2001,Italy,Europe,57359179.0,1.23,79.8
10339,2001,Jamaica,North America,2618325.0,2.58,74.2
10340,2001,Japan,Asia,125974298.0,1.31,81.3
10341,2001,Jordan,Asia,4850227.0,3.97,73.6
10342,2001,Kazakhstan,Asia,14942788.0,1.94,65.1
10343,2001,Kenya,Africa,31863280.0,5.0,55.6
10344,2001,Kiribati,Australia and Oceania,85858.0,3.75,60.1
10345,2001,North Korea,Asia,23043441.0,1.99,59.2
10346,2001,South Korea,Asia,46492324.0,1.3,76.7
10347,2001,Kuwait,Asia,1990022.0,2.8,77.6
10350,2001,Latvia,Europe,2345145.0,1.21,70.0
10351,2001,Lebanon,Asia,3359875.0,2.14,76.3
10352,2001,Lesotho,Africa,1871489.0,3.98,48.9
10353,2001,Liberia,Africa,2998770.0,5.8,56.3
10354,2001,Libya,Africa,5428303.0,2.98,75.0
10355,2001,Lithuania,Europe,3458923.0,1.31,71.6
10356,2001,Luxembourg,Europe,440198.0,1.68,78.7
10359,2001,Madagascar,Africa,16235767.0,5.44,59.6
10360,2001,Malawi,Africa,11491824.0,6.19,45.9
10361,2001,Malaysia,Asia,23920963.0,2.68,73.6
10362,2001,Maldives,Asia,285298.0,3.06,73.7
10363,2001,Mali,Africa,11376094.0,6.82,54.1
10364,2001,Malta,Europe,389323.0,1.52,79.4
10366,2001,Mauritania,Africa,2796502.0,5.32,64.2
10367,2001,Mauritius,Africa,1193950.0,1.97,71.6
10369,2001,Mexico,North America,104239563.0,2.61,74.9
10371,2001,Moldova,Europe,4185513.0,1.54,69.2
10372,2001,Mongolia,Asia,2419729.0,2.1,62.7
10373,2001,Montenegro,Europe,613239.0,1.8,73.5
10374,2001,Morocco,Africa,29250983.0,2.61,71.8
10375,2001,Mozambique,Africa,18792357.0,5.76,52.8
10377,2001,Namibia,Africa,1931005.0,3.94,53.4
10378,2001,Nepal,Asia,24140941.0,3.92,65.9
10379,2001,Netherlands,Europe,15984365.0,1.71,78.3
10382,2001,New Zealand,Australia and Oceania,3906911.0,1.96,78.6
10383,2001,Nicaragua,North America,5100750.0,3.14,76.2
10384,2001,Niger,Africa,11642308.0,7.7,52.9
10385,2001,Nigeria,Africa,126014935.0,6.08,55.4
10386,2001,Norway,Europe,4514907.0,1.78,78.9
10387,2001,Oman,Asia,2272547.0,3.49,75.4
10388,2001,Pakistan,Asia,141282077.0,4.29,62.5
10389,2001,Panama,North America,3086887.0,2.8,76.7
10390,2001,Papua New Guinea,Australia and Oceania,5512835.0,4.45,57.6
10391,2001,Paraguay,South America,5406625.0,3.6,74.2
10392,2001,Peru,South America,26261363.0,2.87,75.2
10393,2001,Philippines,Asia,79604541.0,3.77,69.0
10394,2001,Poland,Europe,38466543.0,1.3,74.2
10395,2001,Portugal,Europe,10320463.0,1.46,76.8
10397,2001,Qatar,Asia,613720.0,3.13,75.0
10399,2001,Romania,Europe,21983221.0,1.27,71.1
10401,2001,Rwanda,Africa,8329113.0,5.79,51.0
10404,2001,Samoa,Australia and Oceania,175567.0,4.48,71.0
10405,2001,Sao Tome and Principe,Africa,140003.0,4.65,64.9
10406,2001,Saudi Arabia,Asia,22007937.0,3.8,77.1
10407,2001,Senegal,Africa,10118078.0,5.48,60.2
10408,2001,Serbia,Europe,9384816.0,1.6,72.4
10409,2001,Seychelles,Africa,82519.0,2.16,71.1
10410,2001,Sierra Leone,Africa,4220198.0,5.85,51.8
10411,2001,Singapore,Asia,4023237.0,1.41,78.6
10413,2001,Slovenia,Europe,1988287.0,1.22,76.3
10414,2001,Solomon Islands,Australia and Oceania,423535.0,4.67,61.7
10415,2001,Somalia,Africa,7610053.0,7.56,50.9
10416,2001,South Africa,Africa,45579161.0,2.83,55.9
10417,2001,Spain,Europe,41230518.0,1.25,79.5
10418,2001,Sri Lanka,Asia,18914866.0,2.24,73.3
10419,2001,Sudan,Africa,28805142.0,5.37,62.8
10420,2001,Suriname,South America,484210.0,2.7,69.5
10421,2001,Swaziland,Africa,1074765.0,4.12,46.6
10422,2001,Sweden,Europe,8888675.0,1.58,79.8
10423,2001,Switzerland,Europe,7200945.0,1.43,80.2
10424,2001,Syria,Asia,16694414.0,3.84,74.6
10426,2001,Tajikistan,Asia,6290413.0,3.85,66.1
10427,2001,Tanzania,Africa,34899062.0,5.68,54.8
10428,2001,Thailand,Asia,63415174.0,1.64,71.2
10430,2001,Togo,Africa,5006223.0,5.22,56.7
10431,2001,Tonga,Australia and Oceania,98434.0,4.24,69.6
10432,2001,Trinidad and Tobago,North America,1272383.0,1.74,69.8
10433,2001,Tunisia,Africa,9785665.0,2.07,75.3
10434,2001,Turkey,Asia,64182694.0,2.4,74.4
10435,2001,Turkmenistan,Asia,4551762.0,2.78,64.1
10436,2001,Uganda,Africa,24534668.0,6.82,49.7
10437,2001,Ukraine,Europe,48310816.0,1.14,67.5
10438,2001,United Arab Emirates,Asia,3217865.0,2.53,73.6
10439,2001,United Kingdom,Europe,59080221.0,1.67,78.0
10440,2001,United States,North America,285796198.0,2.03,76.9
10441,2001,Uruguay,South America,3327105.0,2.22,74.8
10442,2001,Uzbekistan,Asia,24814629.0,2.65,67.8
10443,2001,Vanuatu,Australia and Oceania,189288.0,4.27,62.5
10444,2001,Venezuela,South America,24940223.0,2.78,73.8
10447,2001,Vietnam,Asia,81123685.0,1.94,72.2
10449,2001,Yemen,Asia,18306287.0,6.17,62.8
10450,2001,Zambia,Africa,10861238.0,6.04,44.9
10451,2001,Zimbabwe,Africa,12603988.0,4.04,47.0
10452,2002,Afghanistan,Asia,21487079.0,7.48,51.0
10453,2002,Albania,Europe,3123112.0,2.2,75.5
10454,2002,Algeria,Africa,31990387.0,2.41,73.8
10455,2002,Angola,Africa,16109696.0,6.78,53.3
10456,2002,Antigua and Barbuda,North America,80030.0,2.29,74.3
10457,2002,Argentina,South America,37889443.0,2.38,74.3
10458,2002,Armenia,Europe,3047249.0,1.2,71.6
