,year,country,continent,population,fertility,life expectancy
4196,1970,Tanzania,Africa,13605504.0,6.77,49.53
4197,1970,Thailand,Asia,36884914.0,5.6,59.86
4199,1970,Togo,Africa,2115521.0,7.08,47.72
4200,1970,Tonga,Australia and Oceania,84370.0,5.94,64.58
4201,1970,Trinidad and Tobago,North America,945996.0,3.55,65.73
4202,1970,Tunisia,Africa,5060393.0,6.44,52.94
4203,1970,Turkey,Asia,34772031.0,5.56,54.59
4204,1970,Turkmenistan,Asia,2188499.0,6.3,59.15
4205,1970,Uganda,Africa,9446024.0,7.12,50.74
4206,1970,Ukraine,Europe,47086758.0,2.05,70.59
4207,1970,United Arab Emirates,Asia,235434.0,6.61,61.08
4208,1970,United Kingdom,Europe,55611401.0,2.29,71.89
4209,1970,United States,North America,209485807.0,2.46,70.92
4210,1970,Uruguay,South America,2809799.0,2.9,68.88
4211,1970,Uzbekistan,Asia,11972994.0,6.49,63.54
4212,1970,Vanuatu,Australia and Oceania,85388.0,6.27,51.67
4213,1970,Venezuela,South America,11587758.0,5.4,65.8
4216,1970,Vietnam,Asia,43407291.0,6.47,58.78
4218,1970,Yemen,Asia,6156234.0,7.54,41.55
4219,1970,Zambia,Africa,4185378.0,7.44,53.88
4220,1970,Zimbabwe,Africa,5206311.0,7.42,57.22
4221,1971,Afghanistan,Asia,11412821.0,7.67,37.7
4222,1971,Albania,Europe,2202040.0,4.93,68.16
4223,1971,Algeria,Africa,14960111.0,7.62,52.88
4224,1971,Angola,Africa,6437645.0,7.26,42.06
4225,1971,Antigua and Barbuda,North America,66338.0,3.52,67.56
4226,1971,Argentina,South America,24366442.0,3.1,67.32
4227,1971,Armenia,Europe,2580894.0,3.12,71.79
4229,1971,Australia,Australia and Oceania,13150591.0,2.95,71.38
4230,1971,Austria,Europe,7543451.0,2.2,70.27
4231,1971,Azerbaijan,Europe,5287272.0,4.48,65.75
4232,1971,Bahamas,North America,173867.0,3.5,64.85
4233,1971,Bahrain,Asia,220808.0,6.29,63.92
4234,1971,Bangladesh,Asia,66417450.0,6.94,45.74
4235,1971,Barbados,North America,240038.0,2.95,66.71
4236,1971,Belarus,Europe,9113278.0,2.28,72.56
4237,1971,Belgium,Europe,9692900.0,2.13,71.01
4238,1971,Belize,North America,124792.0,6.29,66.21
4239,1971,Benin,Africa,2971941.0,6.79,44.55
4240,1971,Bhutan,Asia,301653.0,6.67,43.23
4241,1971,Bolivia,South America,4600596.0,6.55,47.86
4242,1971,Bosnia and Herzegovina,Europe,3790948.0,2.78,70.17
4243,1971,Botswana,Africa,715811.0,6.61,54.9
4244,1971,Brazil,South America,98402200.0,4.9,60.14
4245,1971,Brunei,Asia,135716.0,5.77,67.79
4246,1971,Bulgaria,Europe,8546810.0,2.14,70.93
4248,1971,Burundi,Africa,3507593.0,7.33,42.91
4249,1971,Cambodia,Asia,7167716.0,6.34,41.67
4250,1971,Cameroon,Africa,6948847.0,6.25,49.59
4251,1971,Canada,North America,21790338.0,2.14,72.91
4252,1971,Cape Verde,Africa,273053.0,6.91,54.65
4253,1971,Central African Republic,Africa,1864757.0,5.95,44.19
4254,1971,Chad,Africa,3727382.0,6.58,46.33
4256,1971,Chile,South America,9741579.0,3.85,62.34
4257,1971,China,Asia,829367784.0,5.4,62.04
4258,1971,Colombia,South America,22611988.0,5.37,63.23
4259,1971,Comoros,Africa,233125.0,7.06,49.12
4262,1971,Costa Rica,North America,1898366.0,4.73,67.86
4264,1971,Croatia,Europe,4438818.0,1.99,68.86
4265,1971,Cuba,North America,8869961.0,3.86,70.34
4266,1971,Cyprus,Europe,620860.0,2.55,72.99
4267,1971,Czech Republic,Europe,9840280.0,2.1,69.96
4268,1971,Denmark,Europe,4960476.0,2.04,73.55
4269,1971,Djibouti,Africa,169370.0,6.83,52.51
4270,1971,Dominican Republic,North America,4631114.0,5.98,61.47
4271,1971,Ecuador,South America,6248831.0,6.01,59.67
4272,1971,Egypt,Africa,35561087.0,5.85,52.88
4273,1971,El Salvador,North America,3765252.0,6.11,57.85
4274,1971,Equatorial Guinea,Africa,284915.0,5.68,41.52
4275,1971,Eritrea,Africa,1854395.0,6.64,43.47
4276,1971,Estonia,Europe,1373336.0,2.12,70.71
4277,1971,Ethiopia,Africa,29246170.0,7.02,42.14
4278,1971,Fiji,Australia and Oceania,531601.0,4.4,59.96
4279,1971,Finland,Europe,4623389.0,1.7,70.22
4280,1971,France,Europe,51273975.0,2.41,72.27
4283,1971,Gabon,Africa,601734.0,5.14,46.35
4284,1971,Gambia,Africa,460193.0,6.14,44.36
4285,1971,Georgia,Europe,4749544.0,2.59,67.54
4286,1971,Germany,Europe,78584779.0,1.92,70.94
4287,1971,Ghana,Africa,8827273.0,6.94,50.39
4288,1971,Greece,Europe,8819206.0,2.36,71.53
4290,1971,Grenada,North America,94180.0,4.56,64.97
4293,1971,Guatemala,North America,5577824.0,6.22,54.27
4294,1971,Guinea,Africa,4259102.0,6.22,38.2
4295,1971,Guinea-Bissau,Africa,724863.0,6.49,45.71
4296,1971,Guyana,South America,703811.0,5.02,60.92
4297,1971,Haiti,North America,4793157.0,5.69,47.45
4298,1971,Honduras,North America,2766444.0,7.2,55.37
4300,1971,Hungary,Europe,10381705.0,2.05,69.19
4301,1971,Iceland,Europe,207050.0,2.95,73.75
4302,1971,India,Asia,566605402.0,5.41,49.35
4303,1971,Indonesia,Asia,117921994.0,5.41,53.4
4304,1971,Iran,Asia,29281130.0,6.36,53.28
4305,1971,Iraq,Asia,10255904.0,7.31,57.21
4306,1971,Ireland,Europe,2984044.0,3.81,72.5
4307,1971,Israel,Asia,2936668.0,3.81,71.13
4308,1971,Italy,Europe,53891946.0,2.43,71.87
4309,1971,Jamaica,North America,1900243.0,5.31,71.06
4310,1971,Japan,Asia,105142875.0,2.11,72.87
4311,1971,Jordan,Asia,1739903.0,7.88,61.87
4312,1971,Kazakhstan,Asia,13325342.0,3.49,63.6
4313,1971,Kenya,Africa,11657479.0,8.05,54.45
4314,1971,Kiribati,Australia and Oceania,52020.0,5.67,50.21
4315,1971,North Korea,Asia,14812363.0,4.21,59.93
4316,1971,South Korea,Asia,32087884.0,4.41,62.02
4317,1971,Kuwait,Asia,807900.0,7.12,69.46
4320,1971,Latvia,Europe,2385561.0,1.94,70.66
4321,1971,Lebanon,Asia,2353569.0,4.84,65.75
4322,1971,Lesotho,Africa,1053524.0,5.81,49.96
4323,1971,Liberia,Africa,1457714.0,6.74,40.75
4324,1971,Libya,Africa,2208125.0,7.9,60.11
4325,1971,Lithuania,Europe,3170887.0,2.3,72.1
4326,1971,Luxembourg,Europe,342224.0,1.87,69.35
4329,1971,Madagascar,Africa,6760352.0,7.33,48.36
4330,1971,Malawi,Africa,4728693.0,7.35,42.09
4331,1971,Malaysia,Asia,11182078.0,4.74,65.51
4332,1971,Maldives,Asia,119315.0,7.2,48.25
4333,1971,Mali,Africa,6044532.0,6.91,35.27
4334,1971,Malta,Europe,304546.0,1.96,71.9
4336,1971,Mauritania,Africa,1182945.0,6.77,50.25
4337,1971,Mauritius,Africa,839600.0,3.74,63.27
4339,1971,Mexico,North America,53719547.0,6.64,62.25
4341,1971,Moldova,Europe,3645515.0,2.56,65.48
4342,1971,Mongolia,Asia,1317049.0,7.55,57.08
4343,1971,Montenegro,Europe,522783.0,2.66,70.48
4344,1971,Morocco,Africa,16389949.0,6.59,54.77
4345,1971,Mozambique,Africa,9468836.0,6.59,44.58
4347,1971,Namibia,Africa,804309.0,6.52,53.36
4348,1971,Nepal,Asia,12232454.0,5.96,44.91
4349,1971,Netherlands,Europe,13104216.0,2.36,73.81
4352,1971,New Zealand,Australia and Oceania,2871810.0,3.02,71.8
4353,1971,Nicaragua,North America,2472656.0,6.86,60.01
4354,1971,Niger,Africa,4623121.0,7.46,38.45
4355,1971,Nigeria,Africa,57453734.0,6.52,46.56
4356,1971,Norway,Europe,3904750.0,2.49,74.3
4357,1971,Oman,Asia,748971.0,7.35,54.14
4358,1971,Pakistan,Asia,59690467.0,6.6,54.6
4359,1971,Panama,North America,1563113.0,5.06,67.18
4360,1971,Papua New Guinea,Australia and Oceania,2503074.0,6.14,46.97
4361,1971,Paraguay,South America,2535355.0,5.59,69.49
4362,1971,Peru,South America,13704333.0,6.19,56.2
4363,1971,Philippines,Asia,36851055.0,6.15,62.54
4364,1971,Poland,Europe,33068997.0,2.23,69.76
4365,1971,Portugal,Europe,8717871.0,2.94,66.91
4367,1971,Qatar,Asia,119246.0,6.87,68.49
4369,1971,Romania,Europe,20783864.0,2.65,68.73
4371,1971,Rwanda,Africa,3868345.0,8.25,45.71
4374,1971,Samoa,Australia and Oceania,145437.0,7.12,57.92
4375,1971,Sao Tome and Principe,Africa,75989.0,6.49,57.47
4376,1971,Saudi Arabia,Asia,6096106.0,7.29,56.82
4377,1971,Senegal,Africa,4348499.0,7.37,40.18
4378,1971,Serbia,Europe,8187994.0,2.37,68.7
4379,1971,Seychelles,Africa,53706.0,5.63,65.11
4380,1971,Sierra Leone,Africa,2558395.0,6.75,44.28
4381,1971,Singapore,Asia,2112873.0,3.01,67.75
4383,1971,Slovenia,Europe,1681426.0,2.26,69.47
4384,1971,Solomon Islands,Australia and Oceania,166214.0,7.04,56.91
4385,1971,Somalia,Africa,3477568.0,7.15,43.44
4386,1971,South Africa,Africa,23106806.0,5.54,53.11
4387,1971,Spain,Europe,34305591.0,2.87,71.79
4388,1971,Sri Lanka,Asia,12749209.0,4.21,65.15
4389,1971,Sudan,Africa,10568788.0,6.9,54.68
4390,1971,Suriname,South America,372619.0,5.5,65.0
4391,1971,Swaziland,Africa,458717.0,6.88,49.4
4392,1971,Sweden,Europe,8090044.0,1.96,74.58
4393,1971,Switzerland,Europe,6221634.0,2.02,73.3
4394,1971,Syria,Asia,6599366.0,7.57,60.08
4396,1971,Tajikistan,Asia,3013956.0,6.87,61.9
4397,1971,Tanzania,Africa,14045757.0,6.77,50.03
4398,1971,Thailand,Asia,37964925.0,5.4,60.33
4400,1971,Togo,Africa,2185661.0,7.14,48.36
4401,1971,Tonga,Australia and Oceania,85520.0,5.76,64.88
4402,1971,Trinidad and Tobago,North America,956364.0,3.48,65.91
4403,1971,Tunisia,Africa,5172692.0,6.29,54.16
4404,1971,Turkey,Asia,35608079.0,5.48,55.27
4405,1971,Turkmenistan,Asia,2252386.0,6.25,59.46
4406,1971,Uganda,Africa,9720365.0,7.11,50.99
4407,1971,Ukraine,Europe,47433807.0,2.06,70.81
4408,1971,United Arab Emirates,Asia,275160.0,6.51,61.78
4409,1971,United Kingdom,Europe,55785325.0,2.18,72.2
4410,1971,United States,North America,211357912.0,2.27,71.24
4411,1971,Uruguay,South America,2818269.0,2.94,68.94
4412,1971,Uzbekistan,Asia,12361237.0,6.42,63.86
4413,1971,Vanuatu,Australia and Oceania,88023.0,6.2,52.21
4414,1971,Venezuela,South America,11937803.0,5.22,66.27
4417,1971,Vietnam,Asia,44485910.0,6.42,58.17
4419,1971,Yemen,Asia,6262934.0,7.59,42.4
4420,1971,Zambia,Africa,4331002.0,7.44,54.51
4421,1971,Zimbabwe,Africa,5385342.0,7.42,57.63
4422,1972,Afghanistan,Asia,11716896.0,7.67,38.19
4423,1972,Albania,Europe,2253842.0,4.81,68.53
4424,1972,Algeria,Africa,15377095.0,7.59,53.38
4425,1972,Angola,Africa,6587647.0,7.23,42.62
4426,1972,Antigua and Barbuda,North America,67205.0,3.33,67.94
4427,1972,Argentina,South America,24782950.0,3.15,67.64
4428,1972,Armenia,Europe,2643464.0,3.03,72.02
4430,1972,Australia,Australia and Oceania,13364238.0,2.74,71.9
4431,1972,Austria,Europe,7573660.0,2.09,70.59
4432,1972,Azerbaijan,Europe,5393176.0,4.35,65.93
4433,1972,Bahamas,North America,177844.0,3.47,65.08
4434,1972,Bahrain,Asia,229588.0,6.09,64.67
4435,1972,Bangladesh,Asia,67578486.0,6.93,45.52
4436,1972,Barbados,North America,241441.0,2.79,67.09
4437,1972,Belarus,Europe,9181643.0,2.25,72.26
4438,1972,Belgium,Europe,9715673.0,2.05,71.35
4439,1972,Belize,North America,127148.0,6.28,66.66
4440,1972,Benin,Africa,3039300.0,6.82,45.16
4441,1972,Bhutan,Asia,312712.0,6.68,44.2
4442,1972,Bolivia,South America,4698090.0,6.5,48.34
4443,1972,Bosnia and Herzegovina,Europe,3838002.0,2.68,70.84
4444,1972,Botswana,Africa,739754.0,6.58,55.54
4445,1972,Brazil,South America,100844391.0,4.78,60.56
4446,1972,Brunei,Asia,141836.0,5.76,68.19
4447,1972,Bulgaria,Europe,8596962.0,2.16,70.96
4449,1972,Burundi,Africa,3547335.0,7.35,43.1
4450,1972,Cambodia,Asia,7331162.0,6.17,39.73
4451,1972,Cameroon,Africa,7134374.0,6.29,50.22
4452,1972,Canada,North America,22141998.0,1.97,72.81
4453,1972,Cape Verde,Africa,273788.0,6.89,55.57
4454,1972,Central African Republic,Africa,1900702.0,5.95,45.04
4455,1972,Chad,Africa,3816299.0,6.64,46.91
4457,1972,Chile,South America,9916558.0,3.68,62.98
4458,1972,China,Asia,849787991.0,4.92,61.36
4459,1972,Colombia,South America,23146803.0,5.15,63.64
4460,1972,Comoros,Africa,237797.0,7.06,49.63
4463,1972,Costa Rica,North America,1947048.0,4.49,68.4
4465,1972,Croatia,Europe,4453985.0,1.98,69.14
4466,1972,Cuba,North America,9025299.0,3.65,70.82
4467,1972,Cyprus,Europe,628000.0,2.49,73.23
4468,1972,Czech Republic,Europe,9882993.0,2.15,70.49
4469,1972,Denmark,Europe,4989146.0,2.03,73.59
4470,1972,Djibouti,Africa,179212.0,6.84,53.2
4471,1972,Dominican Republic,North America,4759935.0,5.78,62.09
4472,1972,Ecuador,South America,6428707.0,5.87,60.16
4473,1972,Egypt,Africa,36302154.0,5.76,53.31
4474,1972,El Salvador,North America,3862132.0,6.01,58.07
4475,1972,Equatorial Guinea,Africa,274906.0,5.68,41.87
4476,1972,Eritrea,Africa,1905406.0,6.63,43.92
4477,1972,Estonia,Europe,1386099.0,2.13,70.48
4478,1972,Ethiopia,Africa,30135007.0,7.06,41.98
4479,1972,Fiji,Australia and Oceania,542811.0,4.28,60.29
4480,1972,Finland,Europe,4644847.0,1.59,70.91
4481,1972,France,Europe,51741044.0,2.33,72.52
4484,1972,Gabon,Africa,613129.0,5.21,47.13
4485,1972,Gambia,Africa,474538.0,6.19,45.42
4486,1972,Georgia,Europe,4791480.0,2.58,67.85
4487,1972,Germany,Europe,78700104.0,1.8,71.16
4488,1972,Ghana,Africa,9083575.0,6.92,50.7
4489,1972,Greece,Europe,8856097.0,2.35,71.85
4491,1972,Grenada,North America,93937.0,4.54,65.29
4494,1972,Guatemala,North America,5737720.0,6.21,55.0
4495,1972,Guinea,Africa,4293208.0,6.25,38.57
4496,1972,Guinea-Bissau,Africa,738117.0,6.81,45.91
4497,1972,Guyana,South America,712188.0,4.97,61.08
4498,1972,Haiti,North America,4876558.0,5.64,47.81
4499,1972,Honduras,North America,2845260.0,7.11,56.07
4501,1972,Hungary,Europe,10417419.0,2.07,69.82
4502,1972,Iceland,Europe,209868.0,2.88,74.66
4503,1972,India,Asia,579800632.0,5.32,50.08
4504,1972,Indonesia,Asia,121059511.0,5.34,54.09
4505,1972,Iran,Asia,30073845.0,6.29,54.24
4506,1972,Iraq,Asia,10599846.0,7.23,57.77
4507,1972,Ireland,Europe,3027538.0,3.79,71.86
4508,1972,Israel,Asia,3033919.0,3.8,71.33
4509,1972,Italy,Europe,54262086.0,2.38,72.15
4510,1972,Jamaica,North America,1929556.0,5.11,71.39
4511,1972,Japan,Asia,106616535.0,2.11,73.39
4512,1972,Jordan,Asia,1811870.0,7.82,62.59
4513,1972,Kazakhstan,Asia,13540301.0,3.44,63.89
4514,1972,Kenya,Africa,12083165.0,8.01,55.08
4515,1972,Kiribati,Australia and Oceania,52823.0,5.35,50.61
4516,1972,North Korea,Asia,15214615.0,4.04,60.74
4517,1972,South Korea,Asia,32759447.0,4.27,62.73
4518,1972,Kuwait,Asia,866747.0,6.98,69.97
4521,1972,Latvia,Europe,2405212.0,1.96,70.35
4522,1972,Lebanon,Asia,2416743.0,4.73,65.98
4523,1972,Lesotho,Africa,1075281.0,5.8,50.31
4524,1972,Liberia,Africa,1497356.0,6.78,41.43
4525,1972,Libya,Africa,2306668.0,7.93,61.16
4526,1972,Lithuania,Europe,3204466.0,2.29,71.34
4527,1972,Luxembourg,Europe,345108.0,1.78,70.59
4530,1972,Madagascar,Africa,6952383.0,7.32,48.94
4531,1972,Malawi,Africa,4859569.0,7.39,42.55
4532,1972,Malaysia,Asia,11460080.0,4.6,65.93
4533,1972,Maldives,Asia,123372.0,7.16,49.12
4534,1972,Mali,Africa,6147459.0,6.92,36.04
4535,1972,Malta,Europe,304850.0,1.98,72.2
4537,1972,Mauritania,Africa,1217912.0,6.76,50.73
4538,1972,Mauritius,Africa,852397.0,3.58,63.45
4540,1972,Mexico,North America,55480125.0,6.53,62.75
4542,1972,Moldova,Europe,3697153.0,2.54,65.55
4543,1972,Mongolia,Asia,1356669.0,7.5,57.49
4544,1972,Montenegro,Europe,529209.0,2.63,70.99
4545,1972,Morocco,Africa,16740525.0,6.49,55.19
4546,1972,Mozambique,Africa,9679753.0,6.58,45.21
4548,1972,Namibia,Africa,829806.0,6.57,53.91
4549,1972,Nepal,Asia,12487785.0,5.95,45.41
4550,1972,Netherlands,Europe,13239283.0,2.15,73.72
4553,1972,New Zealand,Australia and Oceania,2930469.0,2.9,71.92
4554,1972,Nicaragua,North America,2549779.0,6.81,60.8
4555,1972,Niger,Africa,4753054.0,7.5,38.69
4556,1972,Nigeria,Africa,58829319.0,6.58,47.16
4557,1972,Norway,Europe,3932945.0,2.38,74.46
4558,1972,Oman,Asia,776379.0,7.41,55.07
4559,1972,Pakistan,Asia,61341255.0,6.61,55.12
4560,1972,Panama,North America,1607835.0,4.94,67.72
4561,1972,Papua New Guinea,Australia and Oceania,2576093.0,6.11,47.63
4562,1972,Paraguay,South America,2596741.0,5.46,69.78
4563,1972,Peru,South America,14072476.0,6.07,57.04
4564,1972,Philippines,Asia,37925400.0,6.04,62.77
4565,1972,Poland,Europe,33328713.0,2.23,70.95
4566,1972,Portugal,Europe,8806016.0,2.88,69.23
4568,1972,Qatar,Asia,130377.0,6.79,69.03
4570,1972,Romania,Europe,21011826.0,2.53,69.06
4572,1972,Rwanda,Africa,3983707.0,8.28,45.81
4575,1972,Samoa,Australia and Oceania,147323.0,7.04,58.5
4576,1972,Sao Tome and Principe,Africa,77536.0,6.51,58.13
4577,1972,Saudi Arabia,Asia,6382106.0,7.3,58.04
4578,1972,Senegal,Africa,4485342.0,7.41,40.94
4579,1972,Serbia,Europe,8260626.0,2.37,69.03
4580,1972,Seychelles,Africa,55128.0,5.47,65.59
4581,1972,Sierra Leone,Africa,2605837.0,6.8,45.39
4582,1972,Singapore,Asia,2152603.0,2.84,68.12
4584,1972,Slovenia,Europe,1694979.0,2.24,69.66
4585,1972,Solomon Islands,Australia and Oceania,172599.0,7.15,57.52
4586,1972,Somalia,Africa,3490295.0,7.12,43.9
4587,1972,South Africa,Africa,23736489.0,5.48,53.44
4588,1972,Spain,Europe,34701025.0,2.86,73.0
4589,1972,Sri Lanka,Asia,13003394.0,4.08,65.56
4590,1972,Sudan,Africa,10918137.0,6.91,55.06
4591,1972,Suriname,South America,371318.0,5.34,65.32
4592,1972,Swaziland,Africa,472337.0,6.87,50.03
4593,1972,Sweden,Europe,8121560.0,1.91,74.68
4594,1972,Switzerland,Europe,6270112.0,1.92,73.82
4595,1972,Syria,Asia,6828765.0,7.56,60.82
4597,1972,Tajikistan,Asia,3112041.0,6.81,62.23
4598,1972,Tanzania,Africa,14506496.0,6.76,50.55
4599,1972,Thailand,Asia,39061999.0,5.18,60.82
4601,1972,Togo,Africa,2247575.0,7.18,49.0
4602,1972,Tonga,Australia and Oceania,86349.0,5.62,65.17
4603,1972,Trinidad and Tobago,North America,968742.0,3.43,66.11
4604,1972,Tunisia,Africa,5287548.0,6.16,55.37
4605,1972,Turkey,Asia,36475356.0,5.38,55.96
4606,1972,Turkmenistan,Asia,2318070.0,6.18,59.74
4607,1972,Uganda,Africa,9988321.0,7.11,51.17
4608,1972,Ukraine,Europe,47783013.0,2.06,70.57
4609,1972,United Arab Emirates,Asia,324069.0,6.4,62.45
4610,1972,United Kingdom,Europe,55927492.0,2.07,71.98
4611,1972,United States,North America,213219515.0,2.01,71.34
4612,1972,Uruguay,South America,2821437.0,2.97,69.01
4613,1972,Uzbekistan,Asia,12762439.0,6.34,64.14
4614,1972,Vanuatu,Australia and Oceania,90824.0,6.13,52.77
4615,1972,Venezuela,South America,12286434.0,5.05,66.72
4618,1972,Vietnam,Asia,45549487.0,6.35,58.0
4620,1972,Yemen,Asia,6370599.0,7.67,43.28
4621,1972,Zambia,Africa,4484141.0,7.45,55.13
4622,1972,Zimbabwe,Africa,5573312.0,7.42,58.05
4623,1973,Afghanistan,Asia,12022514.0,7.67,38.67
4624,1973,Albania,Europe,2305999.0,4.68,68.93
4625,1973,Algeria,Africa,15804428.0,7.55,53.91
4626,1973,Angola,Africa,6750215.0,7.21,43.17
4627,1973,Antigua and Barbuda,North America,67972.0,3.12,68.3
4628,1973,Argentina,South America,25213388.0,3.2,67.96
4629,1973,Armenia,Europe,2705584.0,2.94,72.19
4631,1973,Australia,Australia and Oceania,13552190.0,2.49,72.11
4632,1973,Austria,Europe,7598925.0,1.94,71.16
4633,1973,Azerbaijan,Europe,5496061.0,4.22,66.04
4634,1973,Bahamas,North America,181489.0,3.41,65.3
4635,1973,Bahrain,Asia,239860.0,5.9,65.38
4636,1973,Bangladesh,Asia,68658472.0,6.9,45.77
4637,1973,Barbados,North America,242980.0,2.65,67.47
4638,1973,Belarus,Europe,9245514.0,2.22,72.29
4639,1973,Belgium,Europe,9734412.0,1.98,71.56
4640,1973,Belize,North America,129294.0,6.29,67.11
4641,1973,Benin,Africa,3110074.0,6.86,45.77
4642,1973,Bhutan,Asia,324465.0,6.69,45.18
4643,1973,Bolivia,South America,4798510.0,6.42,48.89
4644,1973,Bosnia and Herzegovina,Europe,3885229.0,2.58,71.49
4645,1973,Botswana,Africa,765177.0,6.55,56.18
4646,1973,Brazil,South America,103320787.0,4.68,60.98
4647,1973,Brunei,Asia,148067.0,5.69,68.58
4648,1973,Bulgaria,Europe,8644419.0,2.17,71.4
4650,1973,Burundi,Africa,3582952.0,7.37,43.35
4651,1973,Cambodia,Asia,7478147.0,5.99,37.58
4652,1973,Cameroon,Africa,7327874.0,6.32,50.85
4653,1973,Canada,North America,22488744.0,1.88,73.04
4654,1973,Cape Verde,Africa,273211.0,6.86,56.5
4655,1973,Central African Republic,Africa,1937383.0,5.95,45.91
4656,1973,Chad,Africa,3908729.0,6.69,47.47
4658,1973,Chile,South America,10087377.0,3.5,63.63
4659,1973,China,Asia,869474823.0,4.51,60.97
4660,1973,Colombia,South America,23674505.0,4.96,64.08
4661,1973,Comoros,Africa,242875.0,7.06,50.12
4664,1973,Costa Rica,North America,1995744.0,4.28,68.95
4666,1973,Croatia,Europe,4469035.0,1.97,69.4
4667,1973,Cuba,North America,9176051.0,3.4,71.29
4668,1973,Cyprus,Europe,635109.0,2.44,73.47
4669,1973,Czech Republic,Europe,9936604.0,2.21,70.33
4670,1973,Denmark,Europe,5015766.0,1.92,73.83
4671,1973,Djibouti,Africa,190536.0,6.83,53.83
4672,1973,Dominican Republic,North America,4889437.0,5.58,62.67
4673,1973,Ecuador,South America,6611916.0,5.74,60.67
4674,1973,Egypt,Africa,37046807.0,5.69,53.84
4675,1973,El Salvador,North America,3958616.0,5.91,58.22
4676,1973,Equatorial Guinea,Africa,262399.0,5.68,42.21
4677,1973,Eritrea,Africa,1958444.0,6.62,44.35
4678,1973,Estonia,Europe,1398497.0,2.13,70.83
4679,1973,Ethiopia,Africa,31028728.0,7.09,39.85
4680,1973,Fiji,Australia and Oceania,554109.0,4.18,60.6
4681,1973,Finland,Europe,4668813.0,1.5,71.42
4682,1973,France,Europe,52214014.0,2.24,72.69
4685,1973,Gabon,Africa,624625.0,5.28,47.9
4686,1973,Gambia,Africa,489860.0,6.23,46.47
4687,1973,Georgia,Europe,4832510.0,2.56,68.17
4688,1973,Germany,Europe,78732884.0,1.7,71.41
4689,1973,Ghana,Africa,9350111.0,6.89,51.02
4690,1973,Greece,Europe,8897126.0,2.35,72.13
4692,1973,Grenada,North America,93629.0,4.51,65.62
4695,1973,Guatemala,North America,5901980.0,6.2,55.67
4696,1973,Guinea,Africa,4319502.0,6.28,38.97
4697,1973,Guinea-Bissau,Africa,751512.0,6.98,46.12
4698,1973,Guyana,South America,720919.0,4.92,61.24
4699,1973,Haiti,North America,4960655.0,5.62,48.17
4700,1973,Honduras,North America,2928190.0,7.03,56.8
4702,1973,Hungary,Europe,10454502.0,2.09,69.69
4703,1973,Iceland,Europe,212731.0,2.8,74.52
4704,1973,India,Asia,593451889.0,5.24,50.81
4705,1973,Indonesia,Asia,124242299.0,5.25,54.75
4706,1973,Iran,Asia,30903565.0,6.24,55.24
4707,1973,Iraq,Asia,10951169.0,7.15,58.31
4708,1973,Ireland,Europe,3076273.0,3.74,72.11
4709,1973,Israel,Asia,3137029.0,3.77,71.54
4710,1973,Italy,Europe,54623207.0,2.32,72.09
4711,1973,Jamaica,North America,1960043.0,4.9,71.71
4712,1973,Japan,Asia,108085729.0,2.09,73.45
4713,1973,Jordan,Asia,1873548.0,7.75,63.3
4714,1973,Kazakhstan,Asia,13751019.0,3.39,64.16
4715,1973,Kenya,Africa,12529810.0,7.96,55.69
4716,1973,Kiribati,Australia and Oceania,53605.0,5.1,51.02
4717,1973,North Korea,Asia,15603001.0,3.82,61.5
4718,1973,South Korea,Asia,33435268.0,4.09,63.34
4719,1973,Kuwait,Asia,926817.0,6.81,70.46
4722,1973,Latvia,Europe,2424149.0,1.96,70.29
4723,1973,Lebanon,Asia,2480426.0,4.63,66.18
4724,1973,Lesotho,Africa,1098033.0,5.79,50.7
4725,1973,Liberia,Africa,1538882.0,6.82,42.16
4726,1973,Libya,Africa,2409101.0,7.96,62.16
4727,1973,Lithuania,Europe,3237597.0,2.27,71.7
4728,1973,Luxembourg,Europe,348173.0,1.7,70.34
4731,1973,Madagascar,Africa,7152391.0,7.3,49.5
4732,1973,Malawi,Africa,4996861.0,7.43,43.0
4733,1973,Malaysia,Asia,11741849.0,4.47,66.34
4734,1973,Maldives,Asia,127717.0,7.1,49.98
4735,1973,Mali,Africa,6256192.0,6.94,36.82
4736,1973,Malta,Europe,305398.0,2.0,72.49
4738,1973,Mauritania,Africa,1253839.0,6.74,51.2
4739,1973,Mauritius,Africa,865173.0,3.44,63.68
4741,1973,Mexico,North America,57283361.0,6.36,63.29
4743,1973,Moldova,Europe,3747925.0,2.52,65.58
4744,1973,Mongolia,Asia,1397305.0,7.41,57.82
4745,1973,Montenegro,Europe,537764.0,2.59,71.41
4746,1973,Morocco,Africa,17097003.0,6.38,55.62
4747,1973,Mozambique,Africa,9901052.0,6.57,45.85
4749,1973,Namibia,Africa,855965.0,6.61,54.44
4750,1973,Nepal,Asia,12753028.0,5.93,45.92
4751,1973,Netherlands,Europe,13369326.0,1.9,74.17
4754,1973,New Zealand,Australia and Oceania,2989985.0,2.73,71.78
4755,1973,Nicaragua,North America,2629503.0,6.75,61.56
4756,1973,Niger,Africa,4887484.0,7.53,38.95
4757,1973,Nigeria,Africa,60285453.0,6.63,47.77
4758,1973,Norway,Europe,3959705.0,2.23,74.56
4759,1973,Oman,Asia,806989.0,7.5,56.06
4760,1973,Pakistan,Asia,63062204.0,6.61,55.64
4761,1973,Panama,North America,1653257.0,4.81,68.26
